Dia,Fecha,DiaSemana,Producto,Cantidad,Venta,Compra,Utilidad
0.0,2021-01-01,Friday,Agua Ciel  Mineralizada 600ml 308248,2.0,24.0,20.92,3.08
0.0,2021-01-01,Friday,Agua Ciel 1.5 Lts 4721,1.0,14.0,8.77,5.23
0.0,2021-01-01,Friday,Agua Ciel 1lt 310883,1.0,12.0,6.89,5.11
0.0,2021-01-01,Friday,Agua Ciel 600ml 307906,2.0,18.0,14.88,3.12
0.0,2021-01-01,Friday,Agua Ciel Mineralizada 2 Lts 305742,2.0,44.0,35.0,9.0
0.0,2021-01-01,Friday,Aliviax 550mg C/U,1.0,10.0,6.51,3.49
0.0,2021-01-01,Friday,Aluminio Alu Rey 10m,1.0,10.0,7.74,2.26
0.0,2021-01-01,Friday,Arroz 1kg,0.5,8.75,7.09,1.66
0.0,2021-01-01,Friday,Atun Nair En Agua 140g,4.0,48.0,36.24,11.76
0.0,2021-01-01,Friday,Barrita Piña 75G,3.0,30.0,25.2,4.8
0.0,2021-01-01,Friday,Bubbaxtreme Mora,1.0,4.5,3.5,1.0
0.0,2021-01-01,Friday,CIGARROS MARLBORO LARGO RUBY 20PZ,1.0,65.0,59.46,5.54
0.0,2021-01-01,Friday,CIGARROS MARLBORO ROJO CORTOS 20PZ,1.0,65.0,59.46,5.54
0.0,2021-01-01,Friday,Cepillo Dental Colgate Premier Clean 1pz,1.0,13.0,7.93,5.07
0.0,2021-01-01,Friday,Cerillo Clasico Individual,1.0,2.0,1.16,0.84
0.0,2021-01-01,Friday,Cheetos Bolita Hornedo 25g,1.0,8.0,7.7,0.3
0.0,2021-01-01,Friday,Cheetos Flamin Hot 52gr,6.0,48.0,46.2,1.7999999999999998
0.0,2021-01-01,Friday,Cheetos Nacho 52gr,2.0,16.0,15.4,0.6
0.0,2021-01-01,Friday,Cheetos Poffets Queso Palomita,1.0,8.0,7.7,0.3
0.0,2021-01-01,Friday,Cheetos Torcido Naranja 52g,3.0,24.0,23.1,0.8999999999999999
0.0,2021-01-01,Friday,Chicle General,17.0,17.0,9.52,7.48
0.0,2021-01-01,Friday,Chile En Rajas La Costeña 105 Gr,1.0,6.5,5.27,1.23
0.0,2021-01-01,Friday,Chile En Rajas La Costeña 220g,7.0,71.0,64.19,6.8100000000000005
0.0,2021-01-01,Friday,Chips Jalapeño 56g 20% Mas Producto,1.0,15.0,12.6,2.4
0.0,2021-01-01,Friday,Churrumais mas producto 60gr,1.0,8.0,6.85,1.15
0.0,2021-01-01,Friday,Cigarro Marlboro Individual 1Pza,13.0,65.0,38.61,26.39
0.0,2021-01-01,Friday,Clarasol 1 Litro,1.0,9.0,7.5,1.5
0.0,2021-01-01,Friday,Coca Cola 400ml,1.0,9.0,7.92,1.08
0.0,2021-01-01,Friday,Coca Cola 600ml,5.0,70.0,61.849999999999994,8.149999999999999
0.0,2021-01-01,Friday,Coca Lata Navidad 355ml,1.0,13.0,12.29,0.71
0.0,2021-01-01,Friday,Coca Retornable 2.5 Lts,2.0,56.0,46.06,9.94
0.0,2021-01-01,Friday,Coca Retornable 3LTS 3068,3.0,93.0,83.25,9.75
0.0,2021-01-01,Friday,Coca cola 500 ml,2.0,26.0,22.94,3.06
0.0,2021-01-01,Friday,Colgate Maxima Prot 50ml,1.0,19.0,16.19,2.81
0.0,2021-01-01,Friday,Colgate Triple Accion 100ml,1.0,30.0,25.57,4.43
0.0,2021-01-01,Friday,Cuchara Sopera Gde,1.0,9.0,6.97,2.03
0.0,2021-01-01,Friday,Doritos 3D Nacho 45gr,1.0,12.0,9.42,2.58
0.0,2021-01-01,Friday,Doritos Nacho Rec,2.0,22.0,18.84,3.16
0.0,2021-01-01,Friday,Doritos Pizzerolas 45g,1.0,11.0,9.42,1.58
0.0,2021-01-01,Friday,Electrolit Coco 625ml,1.0,20.0,15.24,4.76
0.0,2021-01-01,Friday,Electrolit Fresa 625 Ml,2.0,40.0,30.48,9.52
0.0,2021-01-01,Friday,Elite Higienico Mediano 287Hj 4rollos,4.0,74.0,64.4,9.6
0.0,2021-01-01,Friday,Envios De Recargas,8.0,8.0,0.0,8.0
0.0,2021-01-01,Friday,Epura 1 lt,1.0,10.0,6.57,3.43
0.0,2021-01-01,Friday,Epura 1.5 lt,1.0,13.0,8.07,4.93
0.0,2021-01-01,Friday,Epura 600 ml,1.0,9.0,3.77,5.23
0.0,2021-01-01,Friday,Espagueti 200 gr,6.0,33.6,30.78,2.82
0.0,2021-01-01,Friday,Fanta Jumbo Fresa 3lts 310586,1.0,31.0,25.64,5.36
0.0,2021-01-01,Friday,Fanta Jumbo Naranja 3lts 304790,1.0,31.0,27.6,3.4
0.0,2021-01-01,Friday,Fanta Naranja 600ml,2.0,24.0,21.32,2.68
0.0,2021-01-01,Friday,Flan Yoplait 100G 9709,2.0,12.0,9.8,2.2
0.0,2021-01-01,Friday,Fresca 600ml 3786,1.0,12.0,10.66,1.34
0.0,2021-01-01,Friday,Fritos Con Chorizo,4.0,40.0,34.24,5.76
0.0,2021-01-01,Friday,Fritos Sal Y Limon 52g,1.0,10.0,8.56,1.44
0.0,2021-01-01,Friday,Frutsi Frutas 250ml,1.0,8.0,7.2,0.8
0.0,2021-01-01,Friday,Frutzzo Naranjada Mineralizada 1.5 lts,1.0,20.0,15.58,4.42
0.0,2021-01-01,Friday,Gel Xtreme 250g Colores,2.0,23.0,17.08,5.92
0.0,2021-01-01,Friday,Halls De Miel,1.0,5.5,4.79,0.71
0.0,2021-01-01,Friday,Hinds Crema Piel Seca 90ml,1.0,15.0,11.46,3.54
0.0,2021-01-01,Friday,Jarrito Frutas 2lt,1.0,21.0,17.38,3.62
0.0,2021-01-01,Friday,Jumex Fresh 3lt,1.0,25.0,21.42,3.58
0.0,2021-01-01,Friday,Lala deslactosada 1lit,2.0,40.0,35.66,4.34
0.0,2021-01-01,Friday,Mantequilla Primavera Barra,4.0,56.0,48.0,8.0
0.0,2021-01-01,Friday,Manzanita Sol 400ml 2802,1.0,8.0,7.0,1.0
0.0,2021-01-01,Friday,Maxi Tubo Principe 210g,1.0,23.0,19.07,3.93
0.0,2021-01-01,Friday,Mediacrema Lala 250g,1.0,11.5,10.5,1.0
0.0,2021-01-01,Friday,Mirinda 3lts,1.0,29.0,26.88,2.12
0.0,2021-01-01,Friday,Mirinda 400ml 2819,1.0,8.0,7.0,1.0
0.0,2021-01-01,Friday,Nectar Valle De Durazno 1 Lt 333851,3.0,66.0,54.75,11.25
0.0,2021-01-01,Friday,Nescafe Dolca 46g,1.0,24.0,19.34,4.66
0.0,2021-01-01,Friday,Nutrileche 1pza,2.0,30.0,27.5,2.5
0.0,2021-01-01,Friday,Paketaxo Quexo Ch 60gr,1.0,11.0,9.42,1.58
0.0,2021-01-01,Friday,Pan Blanco Grande 640g,2.0,68.0,56.44,11.56
0.0,2021-01-01,Friday,Panque Nuez 255G,1.0,34.0,24.6,9.4
0.0,2021-01-01,Friday,Papatinas Chilix 25g,1.0,7.0,6.64,0.36
0.0,2021-01-01,Friday,Pepsi 2Lt,2.0,46.0,37.74,8.26
0.0,2021-01-01,Friday,Pepsi 600 Ml,1.0,12.0,8.49,3.51
0.0,2021-01-01,Friday,Pepsi Jumbo 3Lt,15.0,415.0,360.6,54.4
0.0,2021-01-01,Friday,Platanitos Fritos Y Chicharrones,2.0,24.0,20.0,4.0
0.0,2021-01-01,Friday,Plativolo Marinela 100g Lila,1.0,12.0,8.4,3.6
0.0,2021-01-01,Friday,Plato Termico Pastelero #006,1.0,11.0,8.79,2.21
0.0,2021-01-01,Friday,Power Mora 1 Lt,1.0,26.0,21.38,4.62
0.0,2021-01-01,Friday,Power Mora 500ml,1.0,17.0,14.08,2.92
0.0,2021-01-01,Friday,Power Naranja 1lt 317677,2.0,50.0,42.74,7.26
0.0,2021-01-01,Friday,Queso Philadelphia 190g 8602,1.0,32.5,27.2,5.3
0.0,2021-01-01,Friday,Queso philadelphia 90gr 8628,2.0,35.0,29.2,5.8
0.0,2021-01-01,Friday,RECARGAS XTREME (MULTICEL-MINISUPER),400.0,400.0,376.0,24.0
0.0,2021-01-01,Friday,Rancheritos 60g El Mero Mero,1.0,10.0,8.56,1.44
0.0,2021-01-01,Friday,Recargas TMAC,400.0,400.0,372.0,28.0
0.0,2021-01-01,Friday,Ruffles Sal Original 53gr,3.0,36.0,30.81,5.1899999999999995
0.0,2021-01-01,Friday,Runners 58g,2.0,20.0,16.8,3.2
0.0,2021-01-01,Friday,Sabritas Sal Original 42g,1.0,12.0,10.27,1.73
0.0,2021-01-01,Friday,Sal De Uvas Picot 1 Sobre,4.0,16.0,11.28,4.72
0.0,2021-01-01,Friday,Saladita 186GM,1.0,13.5,11.89,1.61
0.0,2021-01-01,Friday,Salchicha Fud Viena 266g 975,2.0,42.0,34.8,7.2
0.0,2021-01-01,Friday,Salchicha Pavo Chimex 40gr 992,3.0,61.5,51.0,10.5
0.0,2021-01-01,Friday,Sangria 3Lt,1.0,29.0,26.88,2.12
0.0,2021-01-01,Friday,Senzao Guarana 600ml 8330,1.0,12.0,10.66,1.34
0.0,2021-01-01,Friday,Sopa Nissin Camaron Picante,2.0,16.0,12.94,3.06
0.0,2021-01-01,Friday,Suavel Jumbo 400 Hojas Paq.,1.0,29.0,23.81,5.19
0.0,2021-01-01,Friday,Suavelastic Individual Jumbo Etapa5,5.0,27.5,20.65,6.8500000000000005
0.0,2021-01-01,Friday,Tabcin Noche Par Verde,1.0,12.0,7.5,4.5
0.0,2021-01-01,Friday,Tenedor Chico 50pzas,1.0,6.5,5.1,1.4
0.0,2021-01-01,Friday,Tostachos Queso Jalapeño A Solo $10 77gr,1.0,10.0,8.4,1.6
0.0,2021-01-01,Friday,VASO #8 PLASTICO REYMA PAQ 50PZA,1.0,18.0,14.9,3.1
0.0,2021-01-01,Friday,Valle Frut Citrus 600ML 330683,1.0,12.0,7.29,4.71
0.0,2021-01-01,Friday,Vape Verde Paq 6par,1.0,15.0,12.25,2.75
0.0,2021-01-01,Friday,Vaso Individual #8 1pza,2.0,1.0,0.6,0.4
0.0,2021-01-01,Friday,Vela Cumpleaño Pirotecnia cumpleaños,1.0,35.0,25.0,10.0
0.0,2021-01-01,Friday,Vela Cumpleaños Alegria signo interrogacion,1.0,20.0,9.63,10.37
0.0,2021-01-01,Friday,Vick Vaporub 12g,2.0,38.0,30.48,7.52
0.0,2021-01-01,Friday,XL-3 Extra Gripa y tos Par,1.0,9.0,6.27,2.73
0.0,2021-01-01,Friday,XL-3 VR par,1.0,7.0,4.68,2.32
0.0,2021-01-01,Friday,Yoghurt Yopli Vasito 9260,8.0,20.0,15.2,4.8
0.0,2021-01-01,Friday,Yoghurt yoplait Fresa 242gr 9216,1.0,10.0,7.98,2.02
0.0,2021-01-01,Friday,Yomi Lala Vainilla 250ml,1.0,10.0,8.4,1.6
0.0,2021-01-01,Friday,yoplait kids Con Galleta Oreo 220g 9732,1.0,11.5,9.4,2.1
1.0,2021-01-02,Saturday,Ace Accion Instantanea 250gr,1.0,9.0,7.72,1.28
1.0,2021-01-02,Saturday,Agua Ciel 1lt 310883,1.0,12.0,6.89,5.11
1.0,2021-01-02,Saturday,Agua Ciel 600ml 307906,1.0,9.0,7.44,1.56
1.0,2021-01-02,Saturday,Axion 500 gr,1.0,16.0,14.01,1.99
1.0,2021-01-02,Saturday,Axion Liquido 400ml,1.0,16.0,12.3,3.7
1.0,2021-01-02,Saturday,Azucar 1 Kg,3.0,55.5,50.519999999999996,4.9799999999999995
1.0,2021-01-02,Saturday,Blanca Nieves 500g,1.0,16.5,14.27,2.23
1.0,2021-01-02,Saturday,Bombonete 55g,1.0,8.0,6.72,1.28
1.0,2021-01-02,Saturday,CIGARROS MARLBORO LARGO RUBY 20PZ,1.0,65.0,59.46,5.54
1.0,2021-01-02,Saturday,COCA COLA 2.5LT RET PAQ 8PZ,1.0,196.5,188.53,7.97
1.0,2021-01-02,Saturday,Cerillo Clasico Individual,2.0,4.0,2.32,1.68
1.0,2021-01-02,Saturday,Cheetos Bolita Hornedo 25g,1.0,8.0,7.7,0.3
1.0,2021-01-02,Saturday,Cheetos Flamin Hot 52gr,1.0,8.0,7.7,0.3
1.0,2021-01-02,Saturday,Cheetos Torcido Naranja 52g,1.0,8.0,7.7,0.3
1.0,2021-01-02,Saturday,Chile En Rajas La Costeña 220g,1.0,11.0,9.17,1.83
1.0,2021-01-02,Saturday,Chocolate Abuelita Individual,1.0,12.5,10.42,2.08
1.0,2021-01-02,Saturday,Clarasol 1 Litro,1.0,9.0,7.5,1.5
1.0,2021-01-02,Saturday,Clavel Abre Facil 360ml,1.0,16.0,14.57,1.43
1.0,2021-01-02,Saturday,Clorest Plus 15.6g,1.0,8.0,5.33,2.67
1.0,2021-01-02,Saturday,Coca Cola 600ml,2.0,28.0,24.74,3.26
1.0,2021-01-02,Saturday,Coca Cola Botella Plastico 250ml 5310,1.0,7.0,6.22,0.78
1.0,2021-01-02,Saturday,Delicias 145g,1.0,12.0,10.17,1.83
1.0,2021-01-02,Saturday,Doritos Flamin Hot 62gm,1.0,11.0,9.42,1.58
1.0,2021-01-02,Saturday,Electrolit Naranja 625ml,1.0,20.0,15.29,4.71
1.0,2021-01-02,Saturday,Elite Higienico Mediano 287Hj 4rollos,1.0,18.5,16.1,2.4
1.0,2021-01-02,Saturday,Envios De Recargas,5.0,5.0,0.0,5.0
1.0,2021-01-02,Saturday,Espagueti 200 gr,2.0,12.0,10.26,1.74
1.0,2021-01-02,Saturday,Fibra Scotch Brite Gigante,1.0,17.0,13.46,3.54
1.0,2021-01-02,Saturday,Fritos Sal Y Limon 52g,1.0,10.0,8.56,1.44
1.0,2021-01-02,Saturday,Fruts Gamesa 130gr 100714,1.0,15.0,12.71,2.29
1.0,2021-01-02,Saturday,Frutzzo Naranjada Mineralizada 1.5 lts,1.0,20.0,15.58,4.42
1.0,2021-01-02,Saturday,Gansito Tradicional 1p 50g,1.0,10.0,8.1,1.9
1.0,2021-01-02,Saturday,Gel Xtreme 250g Colores,1.0,11.5,8.54,2.96
1.0,2021-01-02,Saturday,HUEVO CRIO CONO 30PZ,12.0,630.0,605.52,24.48
1.0,2021-01-02,Saturday,Jamon Chimex 162gr 233,1.0,14.5,12.2,2.3
1.0,2021-01-02,Saturday,Jarrito 3lts Sabores Surtidos,1.0,27.0,21.35,5.65
1.0,2021-01-02,Saturday,Lala deslactosada 1lit,1.0,20.0,17.83,2.17
1.0,2021-01-02,Saturday,Leche Hersheys Chocolate 236Ml 9989,1.0,10.0,8.4,1.6
1.0,2021-01-02,Saturday,Maizena Sobre Fresa,1.0,7.5,5.68,1.82
1.0,2021-01-02,Saturday,Mayonesa #8 190g,1.0,19.0,15.23,3.77
1.0,2021-01-02,Saturday,Mediacrema Lala 250g,1.0,11.5,10.5,1.0
1.0,2021-01-02,Saturday,Mirinda Naranja 600ml,1.0,13.0,10.42,2.58
1.0,2021-01-02,Saturday,NUTRILECHE CAJA 12PZA,2.0,346.0,330.0,16.0
1.0,2021-01-02,Saturday,Nescafe Dolca 22gr Sobre Grande,1.0,12.5,10.81,1.69
1.0,2021-01-02,Saturday,Nutrileche 1pza,1.0,15.0,13.75,1.25
1.0,2021-01-02,Saturday,Paketa Mezcladito 280g,1.0,39.0,33.6,5.4
1.0,2021-01-02,Saturday,Paketaxo Mezcladito Ch 68g,1.0,11.0,9.42,1.58
1.0,2021-01-02,Saturday,Pancrema 151g,2.0,20.0,15.26,4.74
1.0,2021-01-02,Saturday,Patrona 500 ml,1.0,14.0,12.76,1.24
1.0,2021-01-02,Saturday,Pepsi 1.5Lt,1.0,18.0,14.03,3.97
1.0,2021-01-02,Saturday,Pepsi Jumbo 3Lt,2.0,60.0,48.08,11.92
1.0,2021-01-02,Saturday,Plativolo Marinela 100g Lila,2.0,24.0,16.8,7.2
1.0,2021-01-02,Saturday,Plato Hondo Convermex Ph8,1.0,14.0,12.1,1.9
1.0,2021-01-02,Saturday,Queso De Hebra,0.28,25.0,21.91,3.09
1.0,2021-01-02,Saturday,Queso Fresco,0.2,15.0,13.0,2.0
1.0,2021-01-02,Saturday,RECARGAS XTREME (MULTICEL-MINISUPER),250.0,250.0,235.0,15.0
1.0,2021-01-02,Saturday,Recargas TMAC,50.0,50.0,46.5,3.5
1.0,2021-01-02,Saturday,Ruffles Mega Crunch Salsa Rojo 50gr,1.0,12.0,10.27,1.73
1.0,2021-01-02,Saturday,Sabritas Adobadas 45gm,1.0,12.0,10.27,1.73
1.0,2021-01-02,Saturday,Sal De Uvas Picot 1 Sobre,1.0,4.0,2.82,1.18
1.0,2021-01-02,Saturday,Sal La Fina  1k,1.0,11.0,9.93,1.07
1.0,2021-01-02,Saturday,Salchicha Fud Viena 266g 975,1.0,21.0,17.4,3.6
1.0,2021-01-02,Saturday,Salchicha Pavo 266g 976,1.0,21.0,17.4,3.6
1.0,2021-01-02,Saturday,Salchijocho Pavo Any Agranel,0.43,15.0,10.23,4.77
1.0,2021-01-02,Saturday,Suavelastic Individual Jumbo Etapa5,2.0,11.0,8.26,2.74
1.0,2021-01-02,Saturday,Suavitel Complete Fresc Primavera 450ml,1.0,16.5,14.59,1.91
1.0,2021-01-02,Saturday,TrikiTrakes Bites 5p,1.0,10.0,8.4,1.6
1.0,2021-01-02,Saturday,Trikitrakes 85g,1.0,10.0,8.31,1.69
1.0,2021-01-02,Saturday,Valle Frut Citrus 2 Litros 330461,1.0,24.0,20.0,4.0
1.0,2021-01-02,Saturday,Vela Cumpleaño #1,4.0,76.0,37.6,38.4
1.0,2021-01-02,Saturday,XL-3 VR par,1.0,7.0,4.68,2.32
1.0,2021-01-02,Saturday,Yoghurt Yopli Vasito 9260,4.0,10.0,7.6,2.4
1.0,2021-01-02,Saturday,Yomi Lala Vainilla 250ml,1.0,10.0,8.4,1.6
2.0,2021-01-03,Sunday,Aluminio Reg Tag 10mts,1.0,12.0,10.02,1.98
2.0,2021-01-03,Sunday,Arroz 1kg,0.5,8.75,7.09,1.66
2.0,2021-01-03,Sunday,Axe Barra collision 48h fresh 54g,1.0,40.0,29.9,10.1
2.0,2021-01-03,Sunday,Axe Fusion Fresh Spray Cab 175ml,1.0,50.0,32.5,17.5
2.0,2021-01-03,Sunday,Azucar 1 Kg,3.0,55.5,50.519999999999996,4.9799999999999995
2.0,2021-01-03,Sunday,Biberon Grande Niña 8Oz,1.0,20.0,16.39,3.61
2.0,2021-01-03,Sunday,Bubbaloo General  1.00,1.0,1.0,0.7,0.3
2.0,2021-01-03,Sunday,Bubbaxtreme Mora,1.0,4.5,3.5,1.0
2.0,2021-01-03,Sunday,COMISION SERVICIOS XTREME MULTIPAGOS,1.0,10.0,7.84,2.16
2.0,2021-01-03,Sunday,Cepillo Dental Oral B Pro 1pza,1.0,13.0,10.6,2.4
2.0,2021-01-03,Sunday,Cheetos Poff Azules 31GM,1.0,8.0,7.7,0.3
2.0,2021-01-03,Sunday,Cheetos Torcido Naranja 52g,1.0,8.0,7.7,0.3
2.0,2021-01-03,Sunday,Chicle General,5.0,5.0,2.8,2.2
2.0,2021-01-03,Sunday,Churrumais Flamas 60gr,1.0,8.0,6.85,1.15
2.0,2021-01-03,Sunday,Clarasol 1 Litro,1.0,9.0,7.5,1.5
2.0,2021-01-03,Sunday,Clavel Abre Facil 360ml,9.0,139.8,131.13,8.67
2.0,2021-01-03,Sunday,Coca Cola 400ml,1.0,9.0,7.92,1.08
2.0,2021-01-03,Sunday,Coca cola 500 ml,1.0,13.0,11.49,1.51
2.0,2021-01-03,Sunday,Colgate Maxima Prot 75ml,1.0,18.0,13.92,4.08
2.0,2021-01-03,Sunday,Deemint General Varios Sabores,3.0,4.5,2.49,2.01
2.0,2021-01-03,Sunday,Doritos Flamin Hot 62gm,2.0,22.0,18.84,3.16
2.0,2021-01-03,Sunday,Envios De Recargas,6.0,6.0,0.0,6.0
2.0,2021-01-03,Sunday,Epura 1 lt,1.0,10.0,6.57,3.43
2.0,2021-01-03,Sunday,Fabuloso 500g Lavanda,1.0,12.0,10.55,1.45
2.0,2021-01-03,Sunday,Fideo #0 La Moderna,1.0,6.0,5.12,0.88
2.0,2021-01-03,Sunday,Foca 500gr,1.0,17.5,15.32,2.18
2.0,2021-01-03,Sunday,Frijol Michigan Mustang Kg,0.5,14.5,12.18,2.32
2.0,2021-01-03,Sunday,Frutsi Manzana 250ml,1.0,8.0,7.2,0.8
2.0,2021-01-03,Sunday,HUEVO CRIO CONO 30PZ,12.0,630.0,605.52,24.48
2.0,2021-01-03,Sunday,Jarrito 3lts Sabores Surtidos,3.0,81.0,64.05000000000001,16.950000000000003
2.0,2021-01-03,Sunday,Leche Hersheys Chocolate 236Ml 9989,1.0,10.0,8.4,1.6
2.0,2021-01-03,Sunday,Lors Snack 10p 98g,1.0,12.0,8.79,3.21
2.0,2021-01-03,Sunday,Mantecadas Vainilla 62gr 2pza,1.0,6.0,5.49,0.51
2.0,2021-01-03,Sunday,Mantequilla La Villita 360gr 8215,1.0,9.5,6.99,2.51
2.0,2021-01-03,Sunday,Mantequilla Primavera Barra,1.0,14.0,12.0,2.0
2.0,2021-01-03,Sunday,Maria Gamesa,4.0,38.0,32.68,5.32
2.0,2021-01-03,Sunday,Mayonesa #4 105g,2.0,25.0,19.6,5.4
2.0,2021-01-03,Sunday,Nescafe Clasico 42g,1.0,24.0,21.22,2.78
2.0,2021-01-03,Sunday,Nescafe Clasico Sobre 14gr,1.0,10.0,6.31,3.69
2.0,2021-01-03,Sunday,Nescafe Dolca Sobre 10g,6.0,30.0,27.54,2.46
2.0,2021-01-03,Sunday,Nutrileche 1pza,2.0,30.0,27.5,2.5
2.0,2021-01-03,Sunday,PAGO SERVICIOS XTREME MULTIPAGOS,224.0,224.0,219.52,4.48
2.0,2021-01-03,Sunday,PEPSI 3LTS PAQ 8PZ,2.0,420.0,385.9,34.1
2.0,2021-01-03,Sunday,Paketaxo Flamin Hot Pasumecha 70g,1.0,11.0,9.42,1.58
2.0,2021-01-03,Sunday,Pancrema 151g,3.0,30.0,22.89,7.11
2.0,2021-01-03,Sunday,Patrona 1 Litro,1.0,29.0,24.98,4.02
2.0,2021-01-03,Sunday,Patrona 500 ml,1.0,14.0,12.76,1.24
2.0,2021-01-03,Sunday,Pepsi Jumbo 3Lt,5.0,150.0,120.8,29.2
2.0,2021-01-03,Sunday,Placer Fresa Yoplait 145g 9258,1.0,10.0,8.6,1.4
2.0,2021-01-03,Sunday,Plato Termico Pastelero #006,3.0,33.0,26.37,6.63
2.0,2021-01-03,Sunday,Polvorones Tubo 345g,1.0,23.0,19.32,3.68
2.0,2021-01-03,Sunday,Prestobarba Permasharp,3.0,30.0,21.39,8.61
2.0,2021-01-03,Sunday,Queso Crema La Escondida 250g,1.0,10.0,8.0,2.0
2.0,2021-01-03,Sunday,Queso De Hebra,0.54,48.0,42.07,5.93
2.0,2021-01-03,Sunday,Queso Fresco,0.63,47.0,40.74,6.26
2.0,2021-01-03,Sunday,RECARGAS XTREME (MULTICEL-MINISUPER),370.0,370.0,347.8,22.2
2.0,2021-01-03,Sunday,Raidolito Verde 1par pza Indiv.,1.0,3.5,2.04,1.46
2.0,2021-01-03,Sunday,Ricanela,1.0,12.0,10.17,1.83
2.0,2021-01-03,Sunday,Roles De Canela Pasas 365g,1.0,30.0,24.6,5.4
2.0,2021-01-03,Sunday,Salsa Valentina 370g,1.0,12.0,8.91,3.09
2.0,2021-01-03,Sunday,Sangria Casera 600 Ml 0073,1.0,13.0,10.42,2.58
2.0,2021-01-03,Sunday,Sopa Nissin camaron C/Habanero,3.0,24.0,19.56,4.4399999999999995
2.0,2021-01-03,Sunday,Tabcin Noche Par Verde,1.0,12.0,7.5,4.5
2.0,2021-01-03,Sunday,Takis Original 68gr,1.0,12.0,10.08,1.92
2.0,2021-01-03,Sunday,Tenedor Chico 50pzas,2.0,13.0,10.2,2.8
2.0,2021-01-03,Sunday,Tortillina Tia Rosa 330g,1.0,14.0,11.2,2.8
2.0,2021-01-03,Sunday,Valle Frut Citrus 2 Litros 330461,1.0,24.0,20.0,4.0
2.0,2021-01-03,Sunday,Vive 100 Guarana 300ml,1.0,11.0,8.75,2.25
2.0,2021-01-03,Sunday,XL-3 VR par,2.0,14.0,9.36,4.64
2.0,2021-01-03,Sunday,Yoghurt Yoplait Fresa Mini 100gr 9259,3.0,16.5,8.73,7.77
3.0,2021-01-04,Monday,7up 400ml 2796,1.0,8.0,7.0,1.0
3.0,2021-01-04,Monday,Aceite Olivo 60ml,1.0,11.0,8.09,2.91
3.0,2021-01-04,Monday,Atun Nair Aceite 130g,3.0,36.0,28.02,7.98
3.0,2021-01-04,Monday,Azucar 1 Kg,1.0,18.5,16.84,1.66
3.0,2021-01-04,Monday,Bubbaloo General  1.00,2.0,2.0,1.4,0.6
3.0,2021-01-04,Monday,BubuLubu Ricolino 35g,1.0,8.0,6.11,1.89
3.0,2021-01-04,Monday,Buscapina Compuesta,1.0,7.0,4.44,2.56
3.0,2021-01-04,Monday,Cerillo Flama Grande,1.0,5.5,4.27,1.23
3.0,2021-01-04,Monday,Cheetos Bolita Hornedo 25g,2.0,16.0,15.4,0.6
3.0,2021-01-04,Monday,Cheetos Torcido Naranja 52g,1.0,8.0,7.7,0.3
3.0,2021-01-04,Monday,Chicle General,7.0,7.0,3.92,3.08
3.0,2021-01-04,Monday,Chile Chipotles Costeña 105g,3.0,28.5,24.990000000000002,3.51
3.0,2021-01-04,Monday,Chile En Rajas La Costeña 105 Gr,1.0,6.5,5.27,1.23
3.0,2021-01-04,Monday,Chocolate Abuelita Individual,2.0,25.0,20.84,4.16
3.0,2021-01-04,Monday,Churrumais mas producto 60gr,1.0,8.0,6.85,1.15
3.0,2021-01-04,Monday,Cigarro Marlboro Individual 1Pza,2.0,10.0,5.94,4.06
3.0,2021-01-04,Monday,Clarasol 1 Litro,1.0,9.0,7.5,1.5
3.0,2021-01-04,Monday,Clarasol 1.850lt,1.0,16.5,14.46,2.04
3.0,2021-01-04,Monday,Clavel Abre Facil 360ml,2.0,32.0,29.14,2.86
3.0,2021-01-04,Monday,Cloralex 950ml,1.0,12.0,11.27,0.73
3.0,2021-01-04,Monday,Clorox 930 ml,2.0,22.0,18.6,3.4
3.0,2021-01-04,Monday,Coca 1 Litro 302451,1.0,20.0,17.65,2.35
3.0,2021-01-04,Monday,Coca Cola 600ml,3.0,42.0,37.11,4.89
3.0,2021-01-04,Monday,Coca Cola Vidrio 1 1/4,2.0,36.0,31.82,4.18
3.0,2021-01-04,Monday,Coca Retornable 3LTS 3068,1.0,31.0,27.75,3.25
3.0,2021-01-04,Monday,Colgate Triple Accion 75m,1.0,17.0,12.81,4.19
3.0,2021-01-04,Monday,Curita Adheciba $2.00 Par,1.0,2.5,0.31,2.19
3.0,2021-01-04,Monday,Doritos Incognito 46g,1.0,11.0,9.42,1.58
3.0,2021-01-04,Monday,Electrolit Piña 625ml,1.0,20.0,15.23,4.77
3.0,2021-01-04,Monday,Emperador Chocolate 10p 101g,1.0,12.0,11.02,0.98
3.0,2021-01-04,Monday,Emperador Combinado 91GR,1.0,12.0,10.17,1.83
3.0,2021-01-04,Monday,Ensueño Fresco Verano 850ml,1.0,19.0,16.96,2.04
3.0,2021-01-04,Monday,Envios De Recargas,9.0,9.0,0.0,9.0
3.0,2021-01-04,Monday,Epura 600 ml,1.0,9.0,3.77,5.23
3.0,2021-01-04,Monday,Fabuloso 500g Lavanda,1.0,12.0,10.55,1.45
3.0,2021-01-04,Monday,Fabuloso Lavanda 1lit,1.0,20.0,17.1,2.9
3.0,2021-01-04,Monday,Flan Yoplait 100G 9709,1.0,6.0,4.9,1.1
3.0,2021-01-04,Monday,Foca 250  gr,1.0,9.0,7.73,1.27
