folio,caja,usuario,fecha,cantidad,producto,importe,valor,utilidad
,,,,0.16,Queso De Hebra,20.00,17.25,2.75
56966,Caja 1,Diana,30/03/2025,,,4.00,0.58,3.42
,,,,2.00,Aguja Chica Individual (telcel),4.00,0.58,3.42
56967,Caja 1,Diana,30/03/2025,,,10.00,7.56,2.44
,,,,2.00,Raidolito Verde 1par pza Indiv.,10.00,7.56,2.44
56968,Caja 1,Diana,30/03/2025,,,76.00,65.91,10.09
,,,,1.00,HUEVO CRIO CONO 30PZ,76.00,65.91,10.09
56969,Caja 1,Diana,30/03/2025,,,270.00,233.39,36.61
,,,,0.27,Jamon Rebanado Suly 1kg,20.00,16.03,3.97
,,,,2.00,Queso De Hebra,250.00,217.36,32.64
56970,Caja 1,Diana,30/03/2025,,,20.00,14.62,5.38
,,,,1.00,Big Mix Fuego 75g,20.00,14.62,5.38
56971,Caja 1,Diana,30/03/2025,,,999.60,976.50,23.10
,,,,1050.00,MASTER XTREME MAYOREO RECARGA,999.60,976.50,23.10
56972,Caja 1,Diana,30/03/2025,,,63.00,46.23,16.77
,,,,1.00,Fanta Fresa 600ml,19.00,15.17,3.83
,,,,1.00,Platanitos Fritos Y Chicharrones (bananitas),19.00,15.00,4.00
,,,,1.00,Colgate Total 12 50ml,25.00,16.06,8.94
56973,Caja 1,Diana,30/03/2025,,,84.00,74.82,9.18
,,,,1.00,Pedigree Adulto 1kg,50.00,42.48,7.52
,,,,2.00,Milky Way 52g,34.00,32.34,1.66
56974,Caja 1,Diana,30/03/2025,,,54.00,44.30,9.70
,,,,2.00,Libreta Scribe Cuadro 100hjs,54.00,44.30,9.70
56975,Caja 1,Diana,30/03/2025,,,40.00,33.49,6.51
,,,,1.00,Valle Frut Citrus 3lt,40.00,33.49,6.51
56976,Caja 1,Diana,30/03/2025,,,25.00,18.90,6.10
,,,,1.00,Pepsi 1.5Lt,25.00,18.90,6.10
56977,Caja 1,Diana,30/03/2025,,,50.00,41.19,8.81
,,,,1.00,Familiar XL 600hjas 4rollos,31.00,26.19,4.81
,,,,1.00,Platanitos Fritos Y Chicharrones (bananitas),19.00,15.00,4.00
56978,Caja 1,Diana,30/03/2025,,,10.00,7.86,2.14
,,,,1.00,Bolis Varios Sabores,10.00,7.86,2.14
56979,Caja 1,Diana,30/03/2025,,,43.00,33.43,9.57
,,,,1.00,Fanta Jumbo Fresa 3lts,43.00,33.43,9.57
56980,Caja 1,Diana,30/03/2025,,,391.00,365.81,25.19
,,,,6.00,Envios De Recargas,6.00,0.06,5.94
,,,,385.00,RECARGAS XTREME (MULTICEL-MINISUPER),385.00,365.75,19.25
56981,Caja 1,SUSANA,30/03/2025,,,30.00,19.35,10.65
,,,,1.00,Agua Ciel 1.5 Lts 4721,18.00,12.75,5.25
,,,,2.00,Lapiz Duo 1pza,12.00,6.60,5.40
56982,Caja 1,SUSANA,30/03/2025,,,283.00,243.16,39.84
,,,,1.00,PEPSI 3LTS PAQ 8PZ,283.00,243.16,39.84
56983,Caja 1,SUSANA,30/03/2025,,,13.00,8.47,4.53
,,,,1.00,Agua Ciel 600ml 307906,13.00,8.47,4.53
56984,Caja 1,SUSANA,30/03/2025,,,65.00,55.00,10.00
,,,,1.00,Dove Tono Uniforme Spray Dama,65.00,55.00,10.00
56985,Caja 1,SUSANA,30/03/2025,,,20.00,17.25,2.75
,,,,0.16,Queso De Hebra,20.00,17.25,2.75
56986,Caja 1,SUSANA,30/03/2025,,,42.00,30.32,11.68
,,,,1.00,Pepsi Jumbo 3Lt,42.00,30.32,11.68
56987,Caja 1,admin,30/03/2025,,,125.00,99.97,25.03
,,,,1.00,Mayonesa #4 105g,19.00,15.62,3.38
,,,,1.00,Pan bimbo Blanco Grande 640g 029183,50.00,39.01,10.99
,,,,1.00,Jamon Chimex 162gr 233,24.00,18.84,5.16
,,,,1.00,Queso Amarillo Americano Villita 175gr 8147,32.00,26.50,5.50
56988,Caja 1,admin,30/03/2025,,,121.00,96.12,24.88
,,,,1.00,Achiote La Anita 110gr,13.00,10.74,2.26
,,,,2.00,Azucar 1 Kg,40.00,35.44,4.56
,,,,0.15,Chile Guajillo 1pza,30.00,16.79,13.21
,,,,1.00,Clavel Abre Facil 360ml,20.00,17.28,2.72
,,,,1.00,Sal La Fina  1k,18.00,15.87,2.13
56989,Caja 1,admin,30/03/2025,,,37.00,30.00,7.00
,,,,1.00,Ponds Clarant V3 50gr,37.00,30.00,7.00
56990,Caja 1,admin,30/03/2025,,,25.00,11.75,13.25
,,,,1.00,Pincel #3,5.00,2.48,2.52
,,,,1.00,Pincel #1,5.00,2.16,2.84
,,,,1.00,Pincel # 5,6.00,3.15,2.85
,,,,1.00,COPIA CREDENCIAL,2.00,0.16,1.84
,,,,1.00,Pincel Escolar N°9,7.00,3.80,3.20
56991,Caja 1,admin,30/03/2025,,,39.00,32.96,6.04
,,,,1.00,HUEVO CRIO 1/2 CONO,39.00,32.96,6.04
56992,Caja 1,admin,30/03/2025,,,72.00,62.54,9.46
,,,,1.00,Baygon Casa y Jardin Aerosol 400ml,72.00,62.54,9.46
56993,Caja 1,admin,30/03/2025,,,43.00,33.60,9.40
,,,,1.00,Canelitas Marinela 120g,21.00,16.80,4.20
,,,,1.00,polvorones mas 2 galletas,22.00,16.80,5.20
56994,Caja 1,admin,30/03/2025,,,12.00,6.96,5.04
,,,,2.00,Lapiz Mirado 1pz,12.00,6.96,5.04
56995,Caja 1,admin,30/03/2025,,,90.00,77.16,12.84
,,,,1.00,Nutrileche 1pza,21.00,18.32,2.68
,,,,0.24,Queso De Hebra,30.00,25.88,4.12
,,,,1.00,HUEVO CRIO 1/2 CONO,39.00,32.96,6.04
56996,Caja 1,admin,30/03/2025,,,36.00,26.69,9.31
,,,,0.25,Bolsa Natural 25x35 Para2kg,19.00,12.69,6.31
,,,,1.00,Queso Crema La Escondida 250g,17.00,14.00,3.00
56997,Caja 1,admin,30/03/2025,,,224.00,209.04,14.96
,,,,4.00,Envios De Recargas,4.00,0.04,3.96
,,,,220.00,RECARGAS XTREME (MULTICEL-MINISUPER),220.00,209.00,11.00
56998,Caja 1,JENNY,31/03/2025,,,50.01,39.64,10.37
,,,,0.45,Queso Fresco,50.01,39.64,10.37
56999,Caja 1,JENNY,31/03/2025,,,14.00,10.92,3.08
,,,,2.00,Cerillo Flama Grande,14.00,10.92,3.08
57000,Caja 1,JENNY,31/03/2025,,,26.00,18.58,7.42
,,,,1.00,Plastilina Barra Azul oscuro 180gr,13.00,8.96,4.04
,,,,1.00,Plastilina Barra Morado 180gr,13.00,9.62,3.38
57001,Caja 1,JENNY,31/03/2025,,,13.00,8.96,4.04
,,,,1.00,Plastilina Barra Azul oscuro 180gr,13.00,8.96,4.04
57002,Caja 1,JENNY,31/03/2025,,,30.00,23.79,6.21
,,,,0.27,Queso Fresco,30.00,23.79,6.21
57003,Caja 1,JENNY,31/03/2025,,,223.00,217.65,5.35
,,,,1.00,COCA RETORNABLE 3LTS PAQ 6PZA,223.00,217.65,5.35
57004,Caja 1,JENNY,31/03/2025,,,39.00,32.96,6.04
,,,,1.00,HUEVO CRIO 1/2 CONO,39.00,32.96,6.04
57005,Caja 1,JENNY,31/03/2025,,,45.00,35.34,9.66
,,,,1.00,Coca Cola 250ml Plastico,12.00,10.08,1.92
,,,,1.00,Nectar Valle Durazno Minibrick 250ml,14.00,10.09,3.91
,,,,1.00,Senzao Guarana 600ml 8330,19.00,15.17,3.83
57006,Caja 1,JENNY,31/03/2025,,,272.50,229.27,43.23
,,,,1.00,PEPSI 1.5 LTS PAQ 12PZ,272.50,229.27,43.23
57007,Caja 1,JENNY,31/03/2025,,,25.00,14.19,10.81
,,,,1.00,Sobre Carta bolsa con boton  Smart,25.00,14.19,10.81
57008,Caja 1,JENNY,31/03/2025,,,59.00,50.68,8.32
,,,,1.00,Azucar 1 Kg,20.00,17.72,2.28
,,,,1.00,HUEVO CRIO 1/2 CONO,39.00,32.96,6.04
57009,Caja 1,JENNY,31/03/2025,,,18.00,13.20,4.80
,,,,6.00,Huevo Crio Individual 1pza,18.00,13.20,4.80
57010,Caja 1,JENNY,31/03/2025,,,63.00,51.82,11.18
,,,,1.00,Clarasol 1.850lt,23.00,20.58,2.42
,,,,1.00,Frijol Michigan Mustang Kg,37.00,29.20,7.80
,,,,2.00,Bombon Individual,3.00,2.04,0.96
57011,Caja 1,admin,31/03/2025,,,1155.00,1088.25,66.75
,,,,5.00,Servicio Domicilio,40.00,0.00,40.00
,,,,5.00,COCA RETORNABLE 3LTS PAQ 6PZA,1115.00,1088.25,26.75
57012,Caja 1,JENNY,31/03/2025,,,5.00,2.38,2.62
,,,,1.00,Bolsa Basura Mediana 1pza,5.00,2.38,2.62
57013,Caja 1,JENNY,31/03/2025,,,42.00,36.59,5.41
,,,,1.00,Coca Retornable 3LTS 3068,42.00,36.59,5.41
57014,Caja 1,JENNY,31/03/2025,,,85.00,54.97,30.03
,,,,1.00,Agua Ciel 1lt 310883,15.00,9.84,5.16
,,,,1.00,Omniplus Sobre Omnilife,24.00,15.46,8.54
,,,,1.00,One C Mix Plus,15.00,9.91,5.09
,,,,1.00,Powermaker Sobre Omnilife,31.00,19.76,11.24
57015,Caja 1,JENNY,31/03/2025,,,101.00,95.01,5.99
,,,,1.00,Envios De Recargas,1.00,0.01,0.99
,,,,100.00,RECARGAS XTREME (MULTICEL-MINISUPER),100.00,95.00,5.00
57016,Caja 1,JENNY,31/03/2025,,,92.00,78.36,13.64
,,,,1.00,Foca Kilo,42.00,35.24,6.76
,,,,0.40,Queso De Hebra,50.00,43.12,6.88
57017,Caja 1,JENNY,31/03/2025,,,9.00,7.00,2.00
,,,,1.00,Bolsa Basura Grande 1pza,9.00,7.00,2.00
57018,Caja 1,JENNY,31/03/2025,,,40.01,34.51,5.50
,,,,0.32,Queso De Hebra,40.01,34.51,5.50
57019,Caja 1,JENNY,31/03/2025,,,39.00,32.96,6.04
,,,,1.00,HUEVO CRIO 1/2 CONO,39.00,32.96,6.04
57020,Caja 1,JENNY,31/03/2025,,,39.00,32.96,6.04
,,,,1.00,HUEVO CRIO 1/2 CONO,39.00,32.96,6.04
57021,Caja 1,JENNY,31/03/2025,,,90.00,71.41,18.59
,,,,1.00,Pila Rayovac Triple AAA par,22.00,20.45,1.55
,,,,1.00,coca cola 1.350 ml,33.00,28.14,4.86
,,,,1.00,lala queso crema 190gm,35.00,22.82,12.18
57022,Caja 1,JENNY,31/03/2025,,,999.60,976.50,23.10
,,,,1050.00,MASTER XTREME MAYOREO RECARGA,999.60,976.50,23.10
57023,Caja 1,JENNY,31/03/2025,,,43.00,32.00,11.00
,,,,1.00,Ace Accion Instantanea 500g,23.00,18.96,4.04
,,,,1.00,Salvo Liquido 215ml,20.00,13.04,6.96
57024,Caja 1,JENNY,31/03/2025,,,20.00,12.72,7.28
,,,,2.00,Ajo 1pza,20.00,12.72,7.28
57025,Caja 1,JENNY,31/03/2025,,,399.00,220.00,179.00
,,,,1.00,Mobile A1 Super Tab 280325,399.00,220.00,179.00
57026,Caja 1,JENNY,31/03/2025,,,100.00,88.60,11.40
,,,,5.00,Azucar 1 Kg,100.00,88.60,11.40
57027,Caja 1,JENNY,31/03/2025,,,30.00,28.80,1.20
,,,,2.00,Pepsi 500ml,30.00,28.80,1.20
57028,Caja 1,JENNY,31/03/2025,,,43.00,33.43,9.57
,,,,1.00,Fanta Jumbo Fresa 3lts,43.00,33.43,9.57
57029,Caja 1,JENNY,31/03/2025,,,50.01,39.64,10.37
,,,,0.45,Queso Fresco,50.01,39.64,10.37
57030,Caja 1,JENNY,31/03/2025,,,50.00,43.12,6.88
,,,,0.40,Queso De Hebra,50.00,43.12,6.88
57031,Caja 1,JENNY,31/03/2025,,,56.00,44.22,11.78
,,,,1.00,Rocko 44g,11.00,8.40,2.60
,,,,1.00,Frutzzo Naranjada Mineralizada 1.5 lts 8499,26.00,20.91,5.09
,,,,1.00,Takis Fuego Mas Picante 65g,19.00,14.91,4.09
57032,Caja 1,JENNY,31/03/2025,,,28.00,19.53,8.47
,,,,1.00,Foca 500gr,21.00,17.03,3.97
,,,,1.00,Hielo Individual,7.00,2.50,4.50
57033,Caja 1,JENNY,31/03/2025,,,50.00,35.39,14.61
,,,,1.00,Salchijocho Pavo Any Agranel,50.00,35.39,14.61
57034,Caja 1,JENNY,31/03/2025,,,54.00,39.07,14.93
,,,,1.00,Pepsi Jumbo 3Lt,42.00,30.32,11.68
,,,,1.00,Sedalmerck Max Par,12.00,8.75,3.25
57035,Caja 1,JENNY,31/03/2025,,,123.00,104.18,18.82
,,,,6.00,Huevo Crio Individual 1pza,18.00,13.20,4.80
,,,,2.00,Nutrileche 1pza,42.00,36.64,5.36
,,,,0.50,Queso De Hebra,63.00,54.34,8.66
57036,Caja 1,JENNY,31/03/2025,,,61.00,49.54,11.46
,,,,1.00,Arroz 1kg,22.00,16.82,5.18
,,,,1.00,Azucar 1 Kg,20.00,17.72,2.28
,,,,1.00,Platanitos Fritos Y Chicharrones (bananitas),19.00,15.00,4.00
57037,Caja 1,JENNY,31/03/2025,,,42.00,34.91,7.09
,,,,1.00,Coca Cola 600ml,20.00,16.87,3.13
,,,,1.00,Bimbuñuelos C/6pzas 99gr,22.00,18.04,3.96
57038,Caja 1,JENNY,31/03/2025,,,39.00,22.65,16.35
,,,,3.00,Flanax 550 C/Uno 7501008498880,39.00,22.65,16.35
57039,Caja 1,JENNY,31/03/2025,,,40.01,34.51,5.50
,,,,0.32,Queso De Hebra,40.01,34.51,5.50
57040,Caja 1,JENNY,31/03/2025,,,29.00,1.52,27.48
,,,,1.00,Clips Jumbo Baco individual,1.00,0.40,0.60
,,,,7.00,IMPRESION A COLORES,28.00,1.12,26.88
57041,Caja 1,JENNY,31/03/2025,,,105.00,76.91,28.09
,,,,1.00,Agua Ciel 600ml 307906,13.00,8.47,4.53
,,,,1.00,Koleston Castaño Oscuro Hipnotico 34,75.00,55.00,20.00
,,,,1.00,Barritas Fresa Mas Galleta 75g,17.00,13.44,3.56
57042,Caja 1,JENNY,31/03/2025,,,8.00,5.64,2.36
,,,,1.00,Vogue Higienico De Rollo Ind,8.00,5.64,2.36
57043,Caja 1,JENNY,31/03/2025,,,33.00,26.25,6.75
,,,,1.00,Sidral Mundet Manzana-Durazno 2L,33.00,26.25,6.75
57044,Caja 1,JENNY,31/03/2025,,,18.00,4.20,13.80
,,,,3.00,Cigarro Marlboro Individual 1Pza,18.00,4.20,13.80
57045,Caja 1,JENNY,31/03/2025,,,30.00,22.00,8.00
,,,,10.00,Huevo Crio Individual 1pza,30.00,22.00,8.00
57046,Caja 1,JENNY,31/03/2025,,,34.00,28.52,5.48
,,,,1.00,Monster Energy 473ml,34.00,28.52,5.48
57047,Caja 1,JENNY,31/03/2025,,,10.00,7.86,2.14
,,,,1.00,Bolis Varios Sabores,10.00,7.86,2.14
57048,Caja 1,JENNY,31/03/2025,,,10.00,7.86,2.14
,,,,1.00,Bolis Varios Sabores,10.00,7.86,2.14
57049,Caja 1,JENNY,31/03/2025,,,7.50,5.10,2.40
,,,,5.00,Bombon Individual,7.50,5.10,2.40
57050,Caja 1,JENNY,31/03/2025,,,8.00,5.54,2.46
,,,,1.00,Pelon Pelo Rico 30g,8.00,5.54,2.46
57051,Caja 1,JENNY,31/03/2025,,,18.00,12.75,5.25
,,,,1.00,Agua Ciel 1.5 Lts 4721,18.00,12.75,5.25
57052,Caja 1,JENNY,31/03/2025,,,10.00,7.86,2.14
,,,,1.00,Bolis Varios Sabores,10.00,7.86,2.14
57053,Caja 1,JENNY,31/03/2025,,,38.00,29.39,8.61
,,,,1.00,Epura 1.5 lt,18.00,14.76,3.24
,,,,1.00,Big Mix Queso 75g,20.00,14.63,5.37
57054,Caja 1,JENNY,31/03/2025,,,21.00,16.87,4.13
,,,,1.00,Coca Lata 355ml,21.00,16.87,4.13
57055,Caja 1,JENNY,31/03/2025,,,28.00,23.17,4.83
,,,,1.00,Coca Cola Vidrio 1 1/4,26.00,22.29,3.71
,,,,2.00,Vaso Plastico Individual del #8 1pza,2.00,0.88,1.12
57056,Caja 1,JENNY,31/03/2025,,,14.00,9.82,4.18
,,,,1.00,Marianitas De Coco 185gr,14.00,9.82,4.18
57057,Caja 1,JENNY,31/03/2025,,,26.00,22.29,3.71
,,,,1.00,Coca Cola Vidrio 1 1/4,26.00,22.29,3.71
57058,Caja 1,JENNY,31/03/2025,,,38.00,31.50,6.50
,,,,1.00,Doritos Flamin Hot 62gm,18.00,14.55,3.45
,,,,1.00,Emperador Senzo +2 Galletas 117gr,20.00,16.95,3.05
57059,Caja 1,JENNY,31/03/2025,,,38.00,32.99,5.01
,,,,1.00,Chivacola Botella Omnilife 600ml,20.00,18.44,1.56
,,,,1.00,Doritos Incognito 61g,18.00,14.55,3.45
57060,Caja 1,JENNY,31/03/2025,,,252.00,232.27,19.73
,,,,237.00,Abono Clientes Pay Joy,237.00,232.26,4.74
,,,,1.00,Comision Pay Joy,15.00,0.01,14.99
57061,Caja 1,JENNY,31/03/2025,,,20.00,18.44,1.56
,,,,1.00,Chivacola Botella Omnilife 600ml,20.00,18.44,1.56
57062,Caja 1,JENNY,31/03/2025,,,35.00,27.84,7.16
,,,,1.00,Platanitos Fritos Y Chicharrones (bananitas),19.00,15.00,4.00
,,,,1.00,Fritos Con Chorizo 60g,16.00,12.84,3.16
57063,Caja 1,JENNY,31/03/2025,,,75.00,61.05,13.95
,,,,1.00,Manzanilla Sobre 1pza,6.00,3.50,2.50
,,,,1.00,Mantecadas Vainilla C/6pzas 187.5gr,30.00,24.59,5.41
,,,,1.00,HUEVO CRIO 1/2 CONO,39.00,32.96,6.04
57064,Caja 1,JENNY,31/03/2025,,,27.00,19.78,7.22
,,,,1.00,Pepsi 1.5Lt,25.00,18.90,6.10
,,,,2.00,Vaso Plastico Individual del #8 1pza,2.00,0.88,1.12
57065,Caja 1,JENNY,31/03/2025,,,45.00,38.68,6.32
,,,,1.00,VALLE MINIBRICK DURAZNO 250ML 4PZ,45.00,38.68,6.32
57066,Caja 1,JENNY,31/03/2025,,,68.00,56.96,11.04
,,,,1.00,Salchicha Pavo Chimex 400 gr 992,29.00,24.00,5.00
,,,,1.00,HUEVO CRIO 1/2 CONO,39.00,32.96,6.04
57067,Caja 1,JENNY,31/03/2025,,,42.00,36.59,5.41
,,,,1.00,Coca Retornable 3LTS 3068,42.00,36.59,5.41
57068,Caja 1,JENNY,31/03/2025,,,16.00,10.26,5.74
,,,,1.00,Nissin camaron Habanero S/Preparar,16.00,10.26,5.74
57069,Caja 1,JENNY,31/03/2025,,,49.00,31.09,17.91
,,,,2.00,Jamaica bolsa 100gr,28.00,14.26,13.74
,,,,0.29,Jamon Rebanado Suly 1kg,21.00,16.83,4.17
57070,Caja 1,JENNY,31/03/2025,,,39.00,30.28,8.72
,,,,1.00,Fresca 600ml,19.00,15.17,3.83
,,,,1.00,Peñafiel Twist Con Limon Y Sal 600ml,20.00,15.11,4.89
57071,Caja 1,JENNY,31/03/2025,,,10.00,8.40,1.60
,,,,1.00,Sponch 45g.,10.00,8.40,1.60
57072,Caja 1,JENNY,31/03/2025,,,15.00,12.00,3.00
,,,,1.00,Yoghurt Cookies Cream 100g,15.00,12.00,3.00
57073,Caja 1,JENNY,31/03/2025,,,15.00,9.84,5.16
,,,,1.00,Agua Ciel 1lt 310883,15.00,9.84,5.16
57074,Caja 1,JENNY,31/03/2025,,,50.00,43.03,6.97
,,,,0.40,Queso De Hebra,50.00,43.03,6.97
57075,Caja 1,JENNY,31/03/2025,,,20.00,16.87,3.13
,,,,1.00,Coca Cola 600ml,20.00,16.87,3.13
57076,Caja 1,JENNY,31/03/2025,,,40.00,31.72,8.28
,,,,0.36,Queso Fresco,40.00,31.72,8.28
57077,Caja 1,JENNY,31/03/2025,,,26.00,19.00,7.00
,,,,1.00,Naturella Nocturna Alas 8pz,26.00,19.00,7.00
57078,Caja 1,JENNY,31/03/2025,,,48.00,42.00,6.00
,,,,1.00,Epura Garrafon 20 Lts,48.00,42.00,6.00
57079,Caja 1,JENNY,31/03/2025,,,3.00,0.16,2.84
,,,,1.00,IMPRESION BLANCO Y NEGRO,3.00,0.16,2.84
57080,Caja 1,JENNY,31/03/2025,,,50.01,39.64,10.37
,,,,0.45,Queso Fresco,50.01,39.64,10.37
57081,Caja 1,JENNY,31/03/2025,,,48.00,42.00,6.00
,,,,1.00,Epura Garrafon 20 Lts,48.00,42.00,6.00
57082,Caja 1,JENNY,31/03/2025,,,16.00,12.84,3.16
,,,,1.00,Fritos Con Chorizo 60g,16.00,12.84,3.16
57083,Caja 1,JENNY,31/03/2025,,,42.00,36.59,5.41
,,,,1.00,Coca Retornable 3LTS 3068,42.00,36.59,5.41
57084,Caja 1,JENNY,31/03/2025,,,5.00,3.56,1.44
,,,,1.00,Paleta Bubbaloo Xtreme Fresa 1Pz,5.00,3.56,1.44
57085,Caja 1,JENNY,31/03/2025,,,20.00,15.86,4.14
,,,,0.18,Queso Fresco,20.00,15.86,4.14
57086,Caja 1,JENNY,31/03/2025,,,6.00,3.70,2.30
,,,,2.00,Trident Menta 4 past 5.2gr,6.00,3.70,2.30
57087,Caja 1,JENNY,31/03/2025,,,34.00,26.31,7.69
,,,,1.00,Atun Nair Aceite 130g,15.00,10.69,4.31
,,,,1.00,Mayonesa #4 105g,19.00,15.62,3.38
57088,Caja 1,JENNY,31/03/2025,,,14.00,11.99,2.01
,,,,1.00,Churrumais mas producto 60gr,14.00,11.99,2.01
57089,Caja 1,JENNY,31/03/2025,,,108.00,90.83,17.17
,,,,1.00,Patrona 1 Litro,39.00,34.08,4.92
,,,,0.27,Queso Fresco,30.00,23.79,6.21
,,,,1.00,HUEVO CRIO 1/2 CONO,39.00,32.96,6.04
57090,Caja 1,JENNY,31/03/2025,,,753.00,678.46,74.54
,,,,3.00,Servicio Domicilio,24.00,0.00,24.00
,,,,1.00,PEPSI 3LTS PAQ 8PZ,283.00,243.16,39.84
,,,,2.00,COCA RETORNABLE 3LTS PAQ 6PZA,446.00,435.30,10.70
57091,Caja 1,JENNY,31/03/2025,,,462.00,435.30,26.70
,,,,2.00,Servicio Domicilio,16.00,0.00,16.00
,,,,2.00,COCA RETORNABLE 3LTS PAQ 6PZA,446.00,435.30,10.70
57092,Caja 1,JENNY,31/03/2025,,,18.00,14.76,3.24
,,,,1.00,Epura 1.5 lt,18.00,14.76,3.24
57093,Caja 1,JENNY,31/03/2025,,,25.00,18.33,6.67
,,,,1.00,Electrolit Coco 625ml,25.00,18.33,6.67
57094,Caja 1,JENNY,31/03/2025,,,15.00,11.99,3.01
,,,,1.00,Cheetos Nacho 52gr,15.00,11.99,3.01
57095,Caja 1,JENNY,31/03/2025,,,45.00,36.84,8.16
,,,,1.00,VALLE MINIBRICK MANGO 250ML 4PZ,45.00,36.84,8.16
57096,Caja 1,JENNY,31/03/2025,,,499.80,488.25,11.55
,,,,525.00,MASTER XTREME MAYOREO RECARGA,499.80,488.25,11.55
57097,Caja 1,JENNY,31/03/2025,,,22.00,19.00,3.00
,,,,1.00,disfruta chocogalleta fresa 307g,22.00,19.00,3.00
57098,Caja 1,JENNY,31/03/2025,,,30.00,25.82,4.18
,,,,0.24,Queso De Hebra,30.00,25.82,4.18
57099,Caja 1,JENNY,31/03/2025,,,18.00,12.75,5.25
,,,,1.00,Agua Ciel 1.5 Lts 4721,18.00,12.75,5.25
57100,Caja 1,JENNY,31/03/2025,,,15.00,9.84,5.16
,,,,1.00,Agua Ciel 1lt 310883,15.00,9.84,5.16
57101,Caja 1,JENNY,31/03/2025,,,8.00,5.46,2.54
,,,,1.00,Rosa Venus Blanco 100 gr,8.00,5.46,2.54
57102,Caja 1,JENNY,31/03/2025,,,20.00,15.56,4.44
,,,,1.00,chips fuego 62g,20.00,15.56,4.44
57103,Caja 1,JENNY,31/03/2025,,,55.00,35.59,19.41
,,,,1.00,Rafia Rollo 1kg,55.00,35.59,19.41
57104,Caja 1,JENNY,31/03/2025,,,33.00,21.47,11.53
,,,,1.00,Mayonesa #4 105g,19.00,15.62,3.38
,,,,1.00,Cartulina Blanca,5.00,1.71,3.29
,,,,1.00,Cascaron De Un Octavo 1/8,9.00,4.14,4.86
57105,Caja 1,JENNY,31/03/2025,,,39.00,32.96,6.04
,,,,1.00,HUEVO CRIO 1/2 CONO,39.00,32.96,6.04
57106,Caja 1,JENNY,31/03/2025,,,223.00,217.65,5.35
,,,,1.00,COCA RETORNABLE 3LTS PAQ 6PZA,223.00,217.65,5.35
57107,Caja 1,JENNY,31/03/2025,,,21.00,18.32,2.68
,,,,1.00,Nutrileche 1pza,21.00,18.32,2.68
57108,Caja 1,JENNY,31/03/2025,,,18.00,12.75,5.25
,,,,1.00,Agua Ciel  Mineralizada 600ml 308248,18.00,12.75,5.25
57109,Caja 1,JENNY,31/03/2025,,,50.00,43.03,6.97
,,,,0.40,Queso De Hebra,50.00,43.03,6.97
57110,Caja 1,JENNY,31/03/2025,,,26.00,21.87,4.13
,,,,0.50,Whiskas 1kg,26.00,21.87,4.13
57111,Caja 1,JENNY,31/03/2025,,,50.00,39.90,10.10
,,,,0.41,Jamon Rebanado Suly 1kg,30.00,24.04,5.96
,,,,0.18,Queso Fresco,20.00,15.86,4.14
57112,Caja 1,JENNY,31/03/2025,,,8.00,5.64,2.36
,,,,1.00,Vogue Higienico De Rollo Ind,8.00,5.64,2.36
57113,Caja 1,JENNY,31/03/2025,,,78.01,65.97,12.04
,,,,0.32,Queso De Hebra,40.01,34.43,5.58
,,,,1.00,Tortillina Tia Rosa 22pz 561gr,38.00,31.54,6.46
57114,Caja 1,JENNY,31/03/2025,,,69.72,54.20,15.52
,,,,1.00,Canelitas Tubo 249g,33.00,26.88,6.12
,,,,1.00,Principe Tubo 210g,36.72,27.32,9.40
57115,Caja 1,JENNY,31/03/2025,,,246.00,226.39,19.61
,,,,231.00,Abono Clientes Pay Joy,231.00,226.38,4.62
,,,,1.00,Comision Pay Joy,15.00,0.01,14.99
57116,Caja 1,JENNY,31/03/2025,,,27.00,24.14,2.86
,,,,1.00,Carlos V 18g,10.00,7.97,2.03
,,,,1.00,Milky Way 52g,17.00,16.17,0.83
57117,Caja 1,JENNY,31/03/2025,,,1000.02,976.50,23.52
,,,,1050.00,MASTER TMAC MAYOREO RECARGA,1000.02,976.50,23.52
57118,Caja 1,JENNY,31/03/2025,,,999.60,976.50,23.10
,,,,1050.00,MASTER XTREME MAYOREO RECARGA,999.60,976.50,23.10
57119,Caja 1,JENNY,31/03/2025,,,119.50,95.54,23.96
,,,,1.00,Mayonesa #4 105g,19.00,15.62,3.38
,,,,1.00,Sal La Fina  1k,18.00,15.87,2.13
,,,,1.00,Zote Rosa 200g,12.50,9.01,3.49
,,,,1.00,Pan bimbo Blanco Grande 640g 029183,50.00,39.01,10.99
,,,,0.27,Jamon Rebanado Suly 1kg,20.00,16.03,3.97
57120,Caja 1,JENNY,31/03/2025,,,20.00,0.80,19.20
,,,,5.00,IMPRESION A COLORES,20.00,0.80,19.20
57121,Caja 1,JENNY,31/03/2025,,,25.00,18.33,6.67
,,,,1.00,Electrolit Coco 625ml,25.00,18.33,6.67
57122,Caja 1,JENNY,31/03/2025,,,39.00,32.96,6.04
,,,,1.00,HUEVO CRIO 1/2 CONO,39.00,32.96,6.04
57123,Caja 1,JENNY,31/03/2025,,,721.00,674.61,46.39
,,,,11.00,Envios De Recargas,11.00,0.11,10.89
,,,,710.00,RECARGAS XTREME (MULTICEL-MINISUPER),710.00,674.50,35.50
57124,Caja 1,JENNY,31/03/2025,,,40.01,34.43,5.58
,,,,0.32,Queso De Hebra,40.01,34.43,5.58
57125,Caja 1,SUSANA,31/03/2025,,,50.00,31.60,18.40
