Dia,Fecha,DiaSemana,Producto,Cantidad,Venta,Compra,Utilidad
0.0,2020-01-01,Wednesday,Cloralex 500 ml,2.0,13.0,10.94,2.06
0.0,2020-01-01,Wednesday,Clorets cajita 30s 42gr,1.0,10.0,6.63,3.37
0.0,2020-01-01,Wednesday,Coca Cola 600ml,1.0,13.0,10.66,2.34
0.0,2020-01-01,Wednesday,Coca Cola Cristal 235ml 4672,1.0,11.0,9.79,1.21
0.0,2020-01-01,Wednesday,Coca Cola Vidrio 1 1/4,2.0,34.0,30.06,3.94
0.0,2020-01-01,Wednesday,Coca Jumbo 3lts 4745,3.0,114.0,106.10999999999999,7.89
0.0,2020-01-01,Wednesday,Coca Retornable 2.5 Lts,1.0,25.0,21.36,3.64
0.0,2020-01-01,Wednesday,Coca Retornable 3LTS 3068,2.0,62.0,53.790000000000006,8.21
0.0,2020-01-01,Wednesday,Coloretes Marinela 52g,1.0,5.0,4.2,0.8
0.0,2020-01-01,Wednesday,Corrector PapelMate 15ml,1.0,20.0,14.96,5.04
0.0,2020-01-01,Wednesday,Crujitos Queso Chile,2.0,20.0,17.12,2.88
0.0,2020-01-01,Wednesday,Cuchara Sopera Gde,2.0,18.0,15.92,2.08
0.0,2020-01-01,Wednesday,Desenfriolito Plus 3.00C/Uno,1.0,4.0,2.01,1.99
0.0,2020-01-01,Wednesday,Doritos Nacho Rec,3.0,33.0,28.259999999999998,4.74
0.0,2020-01-01,Wednesday,Doritos Pizzerolas 45g,2.0,22.0,18.84,3.16
0.0,2020-01-01,Wednesday,Doritos Ruleta Diablo 62gr,1.0,11.0,9.42,1.58
0.0,2020-01-01,Wednesday,Electrolit Coco 625ml,1.0,20.0,16.34,3.66
0.0,2020-01-01,Wednesday,Electrolit Mora Azul 625ml,1.0,20.0,15.83,4.17
0.0,2020-01-01,Wednesday,Electrolit Piña 625ml,1.0,20.0,15.83,4.17
0.0,2020-01-01,Wednesday,Electrolit Uva 625 Ml,1.0,20.0,15.83,4.17
0.0,2020-01-01,Wednesday,Emperador Combinado 91GR,1.0,12.0,10.17,1.83
0.0,2020-01-01,Wednesday,Encendedor 1pza,1.0,12.0,4.07,7.93
0.0,2020-01-01,Wednesday,Envios De Recargas,29.0,29.0,0.0,29.0
0.0,2020-01-01,Wednesday,Epura Garrafon 20 Lts,1.0,33.0,29.41,3.59
0.0,2020-01-01,Wednesday,Fabuloso 500g Lavanda,3.0,36.0,29.67,6.33
0.0,2020-01-01,Wednesday,Fanta Piña 3lt,1.0,25.0,24.0,1.0
0.0,2020-01-01,Wednesday,Flan Lala 100Gr,1.0,6.5,5.6,0.9
0.0,2020-01-01,Wednesday,Flan Yoplait 100G 9709,1.0,5.5,4.7,0.8
0.0,2020-01-01,Wednesday,Frijol Michigan Mustang Kg,1.0,24.5,22.33,2.17
0.0,2020-01-01,Wednesday,Frutzzo Naranjada Mineralizada 600ml,1.0,11.0,9.58,1.42
0.0,2020-01-01,Wednesday,Gansito Tradicional 1p 50g,1.0,10.0,8.1,1.9
0.0,2020-01-01,Wednesday,Gatorade Naranja 500ml,1.0,19.0,13.04,5.96
0.0,2020-01-01,Wednesday,Gelatina Lala General,3.0,19.5,14.399999999999999,5.1
0.0,2020-01-01,Wednesday,H24 Domestico Accion Inmediata 426ml,1.0,45.0,35.9,9.1
0.0,2020-01-01,Wednesday,HOJAS CARTA PAQ 20 PZ,1.0,6.0,3.28,2.72
0.0,2020-01-01,Wednesday,HUEVO CRIO 1/2 CONO,1.0,26.0,23.33,2.67
0.0,2020-01-01,Wednesday,HUEVO CRIO CONO 30PZ,1.0,50.0,46.65,3.35
0.0,2020-01-01,Wednesday,Halls extra Strong 25gr 4401,1.0,5.5,4.67,0.83
0.0,2020-01-01,Wednesday,Harina 1kg,1.0,10.0,8.14,1.86
0.0,2020-01-01,Wednesday,Head Shoulders Sobre Limpieza Renovadora 10ml,2.0,7.0,3.52,3.48
0.0,2020-01-01,Wednesday,Jamon Pavo Americano 170 Gm 22,1.0,25.5,21.04,4.46
0.0,2020-01-01,Wednesday,Jamon Rebanado Suly 1kg,0.9299999999999999,43.5,32.39,11.11
0.0,2020-01-01,Wednesday,Jarrito 3lts Sabores Surtidos,1.0,25.0,21.15,3.85
0.0,2020-01-01,Wednesday,Jumex Fresh Citrus 400ml 7678,1.0,7.0,5.83,1.17
0.0,2020-01-01,Wednesday,Lala deslactosada 1lit,1.0,18.0,15.82,2.18
0.0,2020-01-01,Wednesday,Lapicero Bic Negro Punto Fino,1.0,5.0,3.08,1.92
0.0,2020-01-01,Wednesday,Lucas Panzon 38g,1.0,7.0,4.7,2.3
0.0,2020-01-01,Wednesday,Maiz Pozolero 1kg,2.0,38.0,29.54,8.46
0.0,2020-01-01,Wednesday,Mamut 44g,3.0,18.0,15.24,2.7600000000000002
0.0,2020-01-01,Wednesday,Mamut Flipy 45g,1.0,7.0,5.94,1.06
0.0,2020-01-01,Wednesday,Mantecadas Nuez C/6pzas 184.5gr,1.0,18.0,14.77,3.23
0.0,2020-01-01,Wednesday,Mantequilla La Villita 360gr 8215,2.0,18.0,15.36,2.64
0.0,2020-01-01,Wednesday,Mantequilla Primavera Barra,6.0,76.8,59.58,17.22
0.0,2020-01-01,Wednesday,Maria Gamesa,3.0,27.0,24.0,3.0
0.0,2020-01-01,Wednesday,Mayonesa 190g,2.0,33.0,28.94,4.06
0.0,2020-01-01,Wednesday,Mayonesa Mccormick 390gr,1.0,29.0,26.05,2.95
0.0,2020-01-01,Wednesday,Mediacrema Lala 250g,2.0,23.0,18.78,4.22
0.0,2020-01-01,Wednesday,Mejoralito Paracetamol 80mg C/U,2.0,6.0,2.22,3.78
0.0,2020-01-01,Wednesday,Mini Barritas Fresa Tubo 222g,2.0,40.0,33.6,6.4
0.0,2020-01-01,Wednesday,Mini Bubbaloo Crack Ups 250g,4.0,4.0,2.52,1.48
0.0,2020-01-01,Wednesday,Mobi 45gr,1.0,5.0,4.2,0.8
0.0,2020-01-01,Wednesday,NORSUIZA CAJITA 2PZA,1.0,4.5,2.44,2.06
0.0,2020-01-01,Wednesday,Navaja Gillette Individual,1.0,5.0,3.95,1.05
0.0,2020-01-01,Wednesday,Nectar Valle Durazno Cristal 413ml,1.0,12.0,8.09,3.91
0.0,2020-01-01,Wednesday,Nescafe Dolca 46g,1.0,20.0,17.21,2.79
0.0,2020-01-01,Wednesday,Nescafe Dolca Sobre 10g,2.0,13.0,9.28,3.72
0.0,2020-01-01,Wednesday,Nutrioli 850ml,1.0,28.0,24.72,3.28
0.0,2020-01-01,Wednesday,Obao Roll on Cool Metal Caballero 65g,1.0,26.0,20.54,5.46
0.0,2020-01-01,Wednesday,PEPSI 3LTS PAQ 8PZ,1.0,202.0,178.66,23.34
0.0,2020-01-01,Wednesday,Paketaxo Quexo Ch 60gr,2.0,20.0,17.14,2.86
0.0,2020-01-01,Wednesday,Pan Blanco Grande 640g,6.0,186.0,159.35999999999999,26.64
0.0,2020-01-01,Wednesday,Pan Tostado Bimbo Normal,1.0,21.0,18.22,2.78
0.0,2020-01-01,Wednesday,Pancrema 151g,2.0,20.0,15.0,5.0
0.0,2020-01-01,Wednesday,Patrona 1 Litro,3.0,78.0,68.25,9.75
0.0,2020-01-01,Wednesday,Patrona 500 ml,1.0,13.5,11.88,1.62
0.0,2020-01-01,Wednesday,Pepsi 2.5 Lt,1.0,26.0,20.86,5.14
0.0,2020-01-01,Wednesday,Pepsi 2Lt,3.0,66.0,51.480000000000004,14.52
0.0,2020-01-01,Wednesday,Pepsi 400 Ml,2.0,16.0,14.0,2.0
0.0,2020-01-01,Wednesday,Pepsi 500ml,1.0,10.0,8.66,1.34
0.0,2020-01-01,Wednesday,Pepsi Jumbo 3Lt,3.0,87.0,68.16,18.84
0.0,2020-01-01,Wednesday,Plato Con Division,5.0,70.0,43.35,26.65
0.0,2020-01-01,Wednesday,Plato Cuadrado Pic Nic 066,1.0,14.5,10.06,4.44
0.0,2020-01-01,Wednesday,Prestobarba Economico gillete,1.0,5.0,3.0,2.0
0.0,2020-01-01,Wednesday,Principe Tubo 227g,1.0,22.0,18.48,3.52
0.0,2020-01-01,Wednesday,QUESO CASTEL PAQ 10PZA,1.0,10.0,7.29,2.71
0.0,2020-01-01,Wednesday,Queso De Hebra,1.2,95.0,83.13,11.870000000000001
0.0,2020-01-01,Wednesday,Queso Fresco,0.58,40.0,34.28,5.72
0.0,2020-01-01,Wednesday,Queso philadelphia 90gr 8628,1.0,16.0,13.8,2.2
0.0,2020-01-01,Wednesday,RECARGAS XTREME (MULTICEL-MINISUPER),1200.0,1200.0,1128.0,72.0
0.0,2020-01-01,Wednesday,Regalo Mediano Niño,1.0,14.0,9.0,5.0
0.0,2020-01-01,Wednesday,Ruffles Mega Crunch Salsa Rojo 50gr,2.0,24.0,20.54,3.46
0.0,2020-01-01,Wednesday,Ruffles Queso 50g,1.0,12.0,10.27,1.73
0.0,2020-01-01,Wednesday,Ruffles Sal Original 53gr,1.0,12.0,10.27,1.73
0.0,2020-01-01,Wednesday,Sabritas Adobadas 45gm,1.0,12.0,10.27,1.73
0.0,2020-01-01,Wednesday,Sabritas Flamin Hot 45gm,1.0,12.0,10.27,1.73
0.0,2020-01-01,Wednesday,Sabritas Limon Chicas 40g,1.0,12.0,10.27,1.73
0.0,2020-01-01,Wednesday,Sabritas Sal Original 42g,2.0,24.0,20.54,3.46
0.0,2020-01-01,Wednesday,Sal De Uvas Picot 1 Sobre,2.0,8.0,4.4,3.6
0.0,2020-01-01,Wednesday,Sal La Fina  1k,1.0,10.5,9.16,1.34
0.0,2020-01-01,Wednesday,Saladita 186GM,3.0,34.5,30.03,4.47
0.0,2020-01-01,Wednesday,Salchicha Fud Viena 266g 975,1.0,18.0,15.9,2.1
0.0,2020-01-01,Wednesday,Salsa Valentina 370g,1.0,10.0,8.78,1.22
0.0,2020-01-01,Wednesday,Sangria 3Lt,1.0,29.0,25.04,3.96
0.0,2020-01-01,Wednesday,Servicio Domicilio,3.0,12.0,0.0,12.0
0.0,2020-01-01,Wednesday,Servilleta Petalo Con 100hj,6.0,72.0,59.04,12.96
0.0,2020-01-01,Wednesday,Sidral Munded Jumbo 3 Lts,1.0,30.0,26.7,3.3
0.0,2020-01-01,Wednesday,Sponch 8p 120g,2.0,28.0,25.2,2.8
0.0,2020-01-01,Wednesday,Suavel Jumbo 400 Hojas Paq.,1.0,29.0,23.55,5.45
0.0,2020-01-01,Wednesday,Suavelastic Individual Jumbo Etapa5,5.0,27.5,21.549999999999997,5.949999999999999
0.0,2020-01-01,Wednesday,Suavicremas Chocolate  120g,1.0,8.0,6.72,1.28
0.0,2020-01-01,Wednesday,Tabcin Noche Par Verde,2.0,24.0,15.88,8.12
0.0,2020-01-01,Wednesday,Tang De Horchata 15g,2.0,10.0,7.06,2.94
0.0,2020-01-01,Wednesday,Tenedor Grande 25pzas,1.0,8.5,6.92,1.58
0.0,2020-01-01,Wednesday,Toallitas Humedas Absorsec 90 Pzas,1.0,18.0,16.07,1.93
0.0,2020-01-01,Wednesday,Toreadas Habaneras 40g,1.0,10.0,7.86,2.14
0.0,2020-01-01,Wednesday,Tortillina Tia Rosa 330g,2.0,26.0,20.8,5.2
0.0,2020-01-01,Wednesday,Tostachos Queso 65g,1.0,8.0,6.72,1.28
0.0,2020-01-01,Wednesday,Tostitos Salsa Verde 70g,1.0,8.0,7.7,0.3
0.0,2020-01-01,Wednesday,Totopos 280G Normal,1.0,22.0,16.15,5.85
0.0,2020-01-01,Wednesday,Triden twist Yerbabuena 7past 13.3gr,2.0,14.0,9.1,4.9
0.0,2020-01-01,Wednesday,Trident General,4.0,8.0,5.359999999999999,2.64
0.0,2020-01-01,Wednesday,Trikitrakes 85g,1.0,10.0,8.31,1.69
0.0,2020-01-01,Wednesday,VASO #8 PLASTICO REYMA PAQ 50PZA,1.0,17.0,13.6,3.4
0.0,2020-01-01,Wednesday,Valle Frut Citrus 2 Litros 330461,2.0,42.0,34.72,7.28
0.0,2020-01-01,Wednesday,Valle Frut Citrus 355 ml 342198,1.0,7.0,5.83,1.17
0.0,2020-01-01,Wednesday,Vape Lavanda 1par 6020,2.0,7.0,4.0,3.0
0.0,2020-01-01,Wednesday,Vaso Individual #8 1pza,13.0,6.5,3.5100000000000002,2.9899999999999998
0.0,2020-01-01,Wednesday,Vaso Plastico #10 50pza,1.0,21.0,18.04,2.96
0.0,2020-01-01,Wednesday,Vaso Termico Unisel #10 Paq,1.0,10.0,7.9,2.1
0.0,2020-01-01,Wednesday,Vela Sag Corazon individual 1pza,1.0,4.5,3.18,1.32
0.0,2020-01-01,Wednesday,Veladora Luz Eterna,1.0,7.5,6.15,1.35
0.0,2020-01-01,Wednesday,Veladora Vaso Cristal Limon Alcatraz,2.0,28.0,19.86,8.14
0.0,2020-01-01,Wednesday,Vogue Higienico De Rollo Ind,2.0,16.0,10.58,5.42
0.0,2020-01-01,Wednesday,Wildroot 100ml,1.0,25.0,20.66,4.34
0.0,2020-01-01,Wednesday,Yoghurt Disfruta Fresa 307g 9442,1.0,15.0,12.6,2.4
0.0,2020-01-01,Wednesday,Yoghurt Disfruta Mango 307g 9443,1.0,15.0,12.6,2.4
0.0,2020-01-01,Wednesday,Yoghurt Lala Cereal Chocolate 100gr 8311,3.0,25.5,21.54,3.96
0.0,2020-01-01,Wednesday,Yoghurt Lala De Manzana 240,1.0,11.0,8.8,2.2
0.0,2020-01-01,Wednesday,Yoghurt Placer Cookies & Cream 220g 9594,2.0,25.0,20.6,4.4
0.0,2020-01-01,Wednesday,Yoghurt Yoplait Durazno 330gr 9261,2.0,25.0,20.46,4.54
0.0,2020-01-01,Wednesday,Yoghurt Yoplait Fresa 330g 9112,1.0,12.5,9.66,2.84
0.0,2020-01-01,Wednesday,Yoghurt Yoplait Fresa Mini 100gr 9259,5.0,25.0,16.5,8.5
0.0,2020-01-01,Wednesday,Yoghurt yoplait Fresa 242gr 9216,1.0,9.0,8.0,1.0
0.0,2020-01-01,Wednesday,Yomi Lala Fresa 1 Lit,1.0,24.0,20.7,3.3
0.0,2020-01-01,Wednesday,leche gansito 236ml,1.0,9.0,7.38,1.62
1.0,2020-01-02,Thursday,7Up 600ml 2558,1.0,12.0,8.62,3.38
1.0,2020-01-02,Thursday,Ace Naturals 500g,3.0,42.0,35.01,6.99
1.0,2020-01-02,Thursday,Aceite  Olivo 120ml,1.0,17.0,13.54,3.46
1.0,2020-01-02,Thursday,Aceite Bebe 120ml $14,1.0,19.0,14.81,4.19
1.0,2020-01-02,Thursday,Activia Ciruela Pasa 250g,2.0,22.0,14.58,7.42
1.0,2020-01-02,Thursday,Activia De Fresa 250g,2.0,22.0,18.4,3.6
1.0,2020-01-02,Thursday,Agua Ciel  Mineralizada 600ml 308248,2.0,24.0,20.92,3.08
1.0,2020-01-02,Thursday,Agua Ciel 1.5 Lts 4721,4.0,52.0,43.32,8.68
1.0,2020-01-02,Thursday,Ariel Oxianillos De 500gm,1.0,19.0,16.86,2.14
1.0,2020-01-02,Thursday,Azucar 1 Kg,1.0,16.5,14.59,1.91
1.0,2020-01-02,Thursday,Barrita Fresa 75G,1.0,10.0,8.4,1.6
1.0,2020-01-02,Thursday,Big Mix Queso 70gr,1.0,10.0,8.34,1.66
1.0,2020-01-02,Thursday,Blanca Nieves 500g,1.0,16.0,13.63,2.37
1.0,2020-01-02,Thursday,Bolsa Asa Grande 30x60,1.0,31.0,24.19,6.81
1.0,2020-01-02,Thursday,Bolsa Basura Grande 1pza,1.0,6.0,3.33,2.67
1.0,2020-01-02,Thursday,Bolsa Basura Mediana 1pza,2.0,6.0,2.72,3.28
1.0,2020-01-02,Thursday,COCA COLA 2.5LT RET PAQ 8PZ,1.0,183.0,173.57,9.43
1.0,2020-01-02,Thursday,COCA RETORNABLE 3LTS PAQ 6PZA,1.0,169.0,162.67,6.33
1.0,2020-01-02,Thursday,Canelitas Bimbo 90g,1.0,14.0,10.92,3.08
1.0,2020-01-02,Thursday,Cerillo Clasico Individual,3.0,6.0,2.7600000000000002,3.24
1.0,2020-01-02,Thursday,Cheetos Flamin Hot 52gr,1.0,7.0,6.0,1.0
1.0,2020-01-02,Thursday,Cheetos Torcido Naranja 52g,1.0,7.0,6.0,1.0
1.0,2020-01-02,Thursday,Chicle General,1.0,1.0,0.55,0.45
1.0,2020-01-02,Thursday,Chile Chipotle Morena 120gr,1.0,11.0,9.06,1.94
1.0,2020-01-02,Thursday,Chokis Brownie 64g,1.0,12.0,10.17,1.83
1.0,2020-01-02,Thursday,Cigarro Corto Individual 1Pza,8.0,32.0,21.2,10.8
1.0,2020-01-02,Thursday,Cigarro Largo Individual 1pza,1.0,5.0,2.65,2.35
1.0,2020-01-02,Thursday,Clarasol 1 Litro,1.0,8.0,7.06,0.94
1.0,2020-01-02,Thursday,Cloralex 950ml,1.0,11.0,9.53,1.47
1.0,2020-01-02,Thursday,Clorets Mints 20pastillas,1.0,8.0,6.22,1.78
1.0,2020-01-02,Thursday,Coca Cola 600ml,5.0,65.0,53.3,11.7
1.0,2020-01-02,Thursday,Coca Cola Vidrio 1 1/4,2.0,34.0,30.06,3.94
1.0,2020-01-02,Thursday,Coca Lata Navidad 355ml,1.0,13.0,11.52,1.48
1.0,2020-01-02,Thursday,Coca Retornable 2.5 Lts,3.0,75.0,63.3,11.7
1.0,2020-01-02,Thursday,Coca Retornable 3LTS 3068,2.0,62.0,53.74,8.26
1.0,2020-01-02,Thursday,Coca cola 500 ml,2.0,22.0,19.44,2.56
1.0,2020-01-02,Thursday,Colgate Maxima Prot 50ml,1.0,16.5,14.31,2.19
1.0,2020-01-02,Thursday,Copia carta y oficio,3.0,3.0,0.48,2.52
1.0,2020-01-02,Thursday,Crujitos Queso Chile,1.0,10.0,8.56,1.44
1.0,2020-01-02,Thursday,Cuchara Sopera Gde,1.0,9.0,7.96,1.04
1.0,2020-01-02,Thursday,Donitas y Chechitos Surtidas 1pza,2.0,2.0,1.46,0.54
1.0,2020-01-02,Thursday,Doritos Nacho Rec,2.0,22.0,18.84,3.16
1.0,2020-01-02,Thursday,Doritos Ruleta Diablo 62gr,1.0,11.0,9.42,1.58
1.0,2020-01-02,Thursday,Electrolit Naranja 625ml,1.0,20.0,15.83,4.17
1.0,2020-01-02,Thursday,Envios De Recargas,22.0,22.0,0.0,22.0
1.0,2020-01-02,Thursday,Epura 10lt,1.0,30.0,22.13,7.87
1.0,2020-01-02,Thursday,Epura 600 ml,1.0,9.0,5.26,3.74
1.0,2020-01-02,Thursday,Epura Garrafon 20 Lts,2.0,66.0,58.82,7.18
1.0,2020-01-02,Thursday,Escudo Rosa 160g Antibacterial,1.0,14.5,12.81,1.69
1.0,2020-01-02,Thursday,FLANAX 550 C/Uno,2.0,32.0,26.42,5.58
1.0,2020-01-02,Thursday,FRIJOL MICHIGAN 500GR,1.0,13.0,11.08,1.92
1.0,2020-01-02,Thursday,Fabuloso Fresco Amanecer 500 ml,1.0,13.5,8.7,4.8
1.0,2020-01-02,Thursday,Familiar XL 600hjas 4rollos,2.0,55.0,49.0,6.0
1.0,2020-01-02,Thursday,Fibra Aspiral,2.0,10.0,5.66,4.34
1.0,2020-01-02,Thursday,Flan Yoplait 100G 9709,2.0,11.0,9.4,1.6
1.0,2020-01-02,Thursday,Fresca Jumbo 3lts,2.0,60.0,53.4,6.6
1.0,2020-01-02,Thursday,Frijol Michigan Mustang Kg,2.0,49.0,44.66,4.34
1.0,2020-01-02,Thursday,Frutzzo Naranjada Mineralizada 1.5 lts,1.0,17.0,12.91,4.09
1.0,2020-01-02,Thursday,Gatorade Ponche Frutas 1 Litro,1.0,26.0,18.26,7.74
1.0,2020-01-02,Thursday,Gel Xtreme 250g Colores,1.0,11.5,8.51,2.99
1.0,2020-01-02,Thursday,HUEVO CRIO 1/2 CONO,4.0,104.0,93.32,10.68
1.0,2020-01-02,Thursday,HUEVO CRIO CONO 30PZ,4.0,200.0,186.6,13.4
1.0,2020-01-02,Thursday,Horchata Estrella Sobre 250gr Arroz,1.0,13.0,9.85,3.15
1.0,2020-01-02,Thursday,Huevo Crio Individual 1pza,44.0,88.0,68.64,19.36
1.0,2020-01-02,Thursday,Jamaica bolsa 100gr,1.0,15.0,10.04,4.96
1.0,2020-01-02,Thursday,Jamon Chimex 162gr 233,1.0,13.5,11.1,2.4
1.0,2020-01-02,Thursday,Jamon Rebanado Suly 1kg,0.64,30.0,22.34,7.66
1.0,2020-01-02,Thursday,Jugo Valle De Manzana 413,1.0,13.0,11.2,1.8
1.0,2020-01-02,Thursday,Jumex Fresh Citrus 2lt,1.0,20.0,15.94,4.06
1.0,2020-01-02,Thursday,Jumex Fresh Citrus 600ml,1.0,9.5,8.07,1.43
1.0,2020-01-02,Thursday,Jumex Uva 600ml,1.0,10.0,7.52,2.48
1.0,2020-01-02,Thursday,Kola Loka,1.0,21.0,16.98,4.02
1.0,2020-01-02,Thursday,Lala deslactosada 1lit,2.0,36.0,31.64,4.36
1.0,2020-01-02,Thursday,Lapicero Bic Azul Mediano,1.0,5.0,2.14,2.86
1.0,2020-01-02,Thursday,Leche Nito Bebida Chocolate 236G,1.0,9.0,7.38,1.62
1.0,2020-01-02,Thursday,Levite Fresa 1.5 Lt,1.0,17.0,15.0,2.0
1.0,2020-01-02,Thursday,Levite Fresa 1lt,1.0,14.5,10.33,4.17
1.0,2020-01-02,Thursday,Levite Fresa 600ml,1.0,10.0,8.54,1.46
1.0,2020-01-02,Thursday,Levite Frutos Rojos 1lt,2.0,29.0,20.84,8.16
1.0,2020-01-02,Thursday,Levite Piña Coco 1.5,1.0,17.0,15.0,2.0
1.0,2020-01-02,Thursday,Levite Piña-Coco 600ml,1.0,10.0,8.53,1.47
1.0,2020-01-02,Thursday,Levite Sandia 1lt,1.0,14.5,10.42,4.08
1.0,2020-01-02,Thursday,Maiz Palomero 500g,1.0,12.0,7.42,4.58
1.0,2020-01-02,Thursday,Mamut 44g,1.0,6.0,5.08,0.92
1.0,2020-01-02,Thursday,Manzana Lift Jumbo 3lts,2.0,60.0,53.0,7.0
1.0,2020-01-02,Thursday,Manzanita sol 1.5 lts,1.0,17.0,14.67,2.33
1.0,2020-01-02,Thursday,Marcador Permanente Sharpie Fino,1.0,14.0,10.74,3.26
1.0,2020-01-02,Thursday,Maria Gamesa,2.0,18.0,16.0,2.0
1.0,2020-01-02,Thursday,Maseca Kg,1.0,13.0,11.6,1.4
1.0,2020-01-02,Thursday,Mediacrema Lala 250g,2.0,23.0,18.78,4.22
1.0,2020-01-02,Thursday,Mini Bubbaloo Crack Ups 250g,4.0,4.0,2.52,1.48
1.0,2020-01-02,Thursday,Mobi 45gr,1.0,5.0,4.2,0.8
1.0,2020-01-02,Thursday,NORSUIZA CAJITA 2PZA,3.0,13.5,7.32,6.18
1.0,2020-01-02,Thursday,NORTOMATE CAJA 2PZ,1.0,4.5,3.05,1.45
1.0,2020-01-02,Thursday,NUTRILECHE CAJA 12PZA,2.0,312.0,286.04,25.96
1.0,2020-01-02,Thursday,Naturella Alas Manzanilla 10pzas,1.0,19.0,15.75,3.25
1.0,2020-01-02,Thursday,Nescafe Dolca 22gr Sobre Grande,1.0,10.0,8.49,1.51
1.0,2020-01-02,Thursday,Nutrileche 1pza,2.0,27.0,23.84,3.16
1.0,2020-01-02,Thursday,Pan Blanco Grande 640g,2.0,62.0,53.12,8.88
1.0,2020-01-02,Thursday,Pancrema 151g,1.0,10.0,7.5,2.5
1.0,2020-01-02,Thursday,Pantene Sobre Cuidado Clasico 10ml,1.0,3.5,2.12,1.38
1.0,2020-01-02,Thursday,Patrona 500 ml,2.0,27.0,23.76,3.24
1.0,2020-01-02,Thursday,Pepsi 1.5Lt,5.0,85.0,66.0,19.0
1.0,2020-01-02,Thursday,Pepsi 2Lt,2.0,44.0,34.32,9.68
1.0,2020-01-02,Thursday,Pepsi 400 Ml,1.0,8.0,7.0,1.0
1.0,2020-01-02,Thursday,Pepsi 500ml,1.0,10.0,8.66,1.34
1.0,2020-01-02,Thursday,Pepsi Jumbo 3Lt,3.0,87.0,68.16,18.84
1.0,2020-01-02,Thursday,Pepsi Kick 500ml,1.0,9.0,6.78,2.22
1.0,2020-01-02,Thursday,Pila Rayovac Triple AAA,1.0,16.0,11.72,4.28
1.0,2020-01-02,Thursday,Pinguino Marinela 80g,1.0,15.0,12.15,2.85
1.0,2020-01-02,Thursday,Pinol 828 ml,1.0,18.0,15.48,2.52
1.0,2020-01-02,Thursday,Power Mora 1 Lt,1.0,25.0,18.32,6.68
1.0,2020-01-02,Thursday,Power Naranja 1lt 317677,1.0,25.0,12.89,12.11
1.0,2020-01-02,Thursday,Princesa En Barra 350gr,1.0,11.0,8.41,2.59
1.0,2020-01-02,Thursday,Queso Crema La Escondida 250g,3.0,30.0,24.0,6.0
1.0,2020-01-02,Thursday,Queso De Hebra,1.77,140.0,122.51,17.490000000000002
