Dia,Fecha,DiaSemana,Producto,Cantidad,Venta,Compra,Utilidad
28.0,2019-01-29,Tuesday,Copia carta y oficio,38.0,38.0,3.04,34.96
28.0,2019-01-29,Tuesday,Cristal Samsung Gran Prime,1.0,50.0,20.0,30.0
28.0,2019-01-29,Tuesday,Deemint General Varios Sabores,3.0,3.0,1.32,1.6800000000000002
28.0,2019-01-29,Tuesday,Dorotos Nachos Pop 58gr,1.0,11.0,8.72,2.28
28.0,2019-01-29,Tuesday,Envios De Recargas,33.0,33.0,0.0,33.0
28.0,2019-01-29,Tuesday,Fanta Naranja 600ml,1.0,11.0,9.75,1.25
28.0,2019-01-29,Tuesday,Fibra Aspiral,1.0,5.0,2.83,2.17
28.0,2019-01-29,Tuesday,Fideo #2 La Moderna,1.0,5.5,4.37,1.13
28.0,2019-01-29,Tuesday,Foca Kilo,1.0,33.5,30.2,3.3
28.0,2019-01-29,Tuesday,Folder Carta Beige,1.0,4.0,1.04,2.96
28.0,2019-01-29,Tuesday,Frutsi Uva 250ml,1.0,6.5,5.48,1.02
28.0,2019-01-29,Tuesday,Gatorade Naranja 1Litro,1.0,26.0,21.0,5.0
28.0,2019-01-29,Tuesday,HUEVO CRIO 1/2 CONO,13.0,305.5,269.1,36.4
28.0,2019-01-29,Tuesday,HUEVO CRIO CONO  30PZ,3.0,132.0,124.2,7.8
28.0,2019-01-29,Tuesday,HUEVO CRIO CONO 30PZ,1.0,44.0,39.81,4.19
28.0,2019-01-29,Tuesday,Halls De Miel,1.0,5.5,3.59,1.91
28.0,2019-01-29,Tuesday,Halls extra Strong 25gr 4401,1.0,5.5,4.04,1.46
28.0,2019-01-29,Tuesday,Hojas Tamaño Carta Paq.20 Pzas,1.0,6.0,1.6,4.4
28.0,2019-01-29,Tuesday,Hotkis 50gm,2.0,10.0,7.9,2.1
28.0,2019-01-29,Tuesday,Huevo Crio Individual 1pza,15.0,30.0,20.7,9.3
28.0,2019-01-29,Tuesday,Lala deslactosada 1lit,2.0,37.0,31.92,5.08
28.0,2019-01-29,Tuesday,Lapiz Mirado 1pz,1.0,5.0,2.86,2.14
28.0,2019-01-29,Tuesday,Lapiz Verde 1pz,2.0,8.0,5.0,3.0
28.0,2019-01-29,Tuesday,Leche Clavel 356ml,2.0,25.0,23.54,1.46
28.0,2019-01-29,Tuesday,Leche Hersheys Fresa 236ml 9988,1.0,9.5,7.94,1.56
28.0,2019-01-29,Tuesday,Libreta Scribe Cuadro 100hjs,2.0,32.0,26.92,5.08
28.0,2019-01-29,Tuesday,Mamut Flipy 45g,2.0,14.0,11.88,2.12
28.0,2019-01-29,Tuesday,Mantecada Vainilla 62gr 2pza,2.0,12.0,9.06,2.94
28.0,2019-01-29,Tuesday,Mantecadas Vainilla 62gr 2pza,2.0,12.0,9.06,2.94
28.0,2019-01-29,Tuesday,Manzanita sol 1.5 lts,1.0,15.0,12.91,2.09
28.0,2019-01-29,Tuesday,Mediacrema Lala 250g,1.0,10.5,7.77,2.73
28.0,2019-01-29,Tuesday,Mini Barritas Fresa Tubo 222g,1.0,20.0,16.8,3.2
28.0,2019-01-29,Tuesday,Mini Choco Roles Piña 30g,1.0,5.0,4.0,1.0
28.0,2019-01-29,Tuesday,Minigansito 96gr 1pz,3.0,15.0,12.15,2.85
28.0,2019-01-29,Tuesday,Minimamut 12gr 1pz,2.0,4.0,3.14,0.86
28.0,2019-01-29,Tuesday,Mirinda Naranja 3lts,1.0,27.0,23.62,3.38
28.0,2019-01-29,Tuesday,Mundet Manzanita clara 600ml,1.0,11.0,9.77,1.23
28.0,2019-01-29,Tuesday,NORSUIZA CAJITA 2PZA,2.0,9.0,4.84,4.16
28.0,2019-01-29,Tuesday,Nescafe Dolca 46g,1.0,20.0,17.82,2.18
28.0,2019-01-29,Tuesday,Nescafe Dolca Sobre 10g,1.0,6.5,4.25,2.25
28.0,2019-01-29,Tuesday,Nortomate cajita 2pza,1.0,4.5,3.02,1.48
28.0,2019-01-29,Tuesday,Nutrileche 1pza,1.0,14.5,12.82,1.68
28.0,2019-01-29,Tuesday,"Pago De Servicios Sky,Vetv,Cfe,Telmex",209.0,209.0,209.0,0.0
28.0,2019-01-29,Tuesday,Palillo Tarasquito,1.0,8.5,4.58,3.92
28.0,2019-01-29,Tuesday,Palomita Extramantequilla 85g,1.0,9.5,7.3,2.2
28.0,2019-01-29,Tuesday,Pan Molido Bimbo Clasico 210g,1.0,15.0,11.48,3.52
28.0,2019-01-29,Tuesday,Pan Tostado Bimbo Normal,1.0,20.0,15.77,4.23
28.0,2019-01-29,Tuesday,Pancrema 151g,1.0,9.5,8.47,1.03
28.0,2019-01-29,Tuesday,Panque Pasas 255G,1.0,30.0,23.68,6.32
28.0,2019-01-29,Tuesday,Papel Destraza Blanco 500g,3.0,36.0,31.5,4.5
28.0,2019-01-29,Tuesday,Patrona Lt,1.0,25.5,23.0,2.5
28.0,2019-01-29,Tuesday,Pepsi 1.5Lt,2.0,32.0,24.0,8.0
28.0,2019-01-29,Tuesday,Pepsi 2Lt,1.0,20.0,15.53,4.47
28.0,2019-01-29,Tuesday,Pepsi 400 Ml,2.0,14.0,12.24,1.76
28.0,2019-01-29,Tuesday,Pila Rayovac Triple AAA,2.0,32.0,22.0,10.0
28.0,2019-01-29,Tuesday,Platanitos Fritos Y Chicharrones,2.0,22.0,18.0,4.0
28.0,2019-01-29,Tuesday,Plato Cuadrado Termico Pic Nic 066,1.0,14.5,11.0,3.5
28.0,2019-01-29,Tuesday,Plato Largo pig nic 855,2.0,31.0,27.6,3.4
28.0,2019-01-29,Tuesday,Princesa En Barra 350gr,1.0,11.0,10.01,0.99
28.0,2019-01-29,Tuesday,Queso De Hebra,0.77,60.0,53.84,6.16
28.0,2019-01-29,Tuesday,Queso Fresco,1.6,112.0,96.0,16.0
28.0,2019-01-29,Tuesday,Recargas MULTICEL,1450.0,1450.0,1363.0,87.0
28.0,2019-01-29,Tuesday,Resistol Adhesivo Barra Bully,3.0,25.5,16.47,9.03
28.0,2019-01-29,Tuesday,Rocko 44gr 1pz,1.0,5.0,4.15,0.85
28.0,2019-01-29,Tuesday,Ruffles Megacrunch salsa roja 50gr,1.0,11.0,8.72,2.28
28.0,2019-01-29,Tuesday,Sabritas Original 42gr,1.0,11.0,8.72,2.28
28.0,2019-01-29,Tuesday,Sacapunta 1pz,1.0,2.0,0.6,1.4
28.0,2019-01-29,Tuesday,Sal La Fina  1k,1.0,10.5,8.55,1.95
28.0,2019-01-29,Tuesday,Salsa Casera Herdez. 225g,1.0,8.5,6.58,1.92
28.0,2019-01-29,Tuesday,Salsa Valentina 370g,1.0,9.5,7.91,1.59
28.0,2019-01-29,Tuesday,Solicitud De Empleo 1pza,1.0,1.5,0.71,0.79
28.0,2019-01-29,Tuesday,Sopa Nissin camaron C/Habanero,1.0,9.0,5.83,3.17
28.0,2019-01-29,Tuesday,Suavicremas Fresa  102g,1.0,8.0,6.72,1.28
28.0,2019-01-29,Tuesday,Tabcin Noche Par Verde,1.0,12.0,8.0,4.0
28.0,2019-01-29,Tuesday,Tempra Forte 6500 Mg C/ Una,1.0,6.0,2.96,3.04
28.0,2019-01-29,Tuesday,Toreadas Habaneras 40g,1.0,10.0,6.22,3.78
28.0,2019-01-29,Tuesday,Trident General,2.0,3.0,2.28,0.72
28.0,2019-01-29,Tuesday,Trikitrakes bites 90gr,1.0,10.0,8.4,1.6
28.0,2019-01-29,Tuesday,Valle Frut Uva 355ml,1.0,6.5,4.8,1.7
28.0,2019-01-29,Tuesday,Vaso Individual #8 1pza,5.0,2.5,1.4,1.1
28.0,2019-01-29,Tuesday,Vela Cumpleaños Azul Alegria,1.0,15.0,9.7,5.3
28.0,2019-01-29,Tuesday,Vick Vaporub 12g,1.0,18.11,13.58,4.53
28.0,2019-01-29,Tuesday,Vogue Higienico De Rollo Ind,3.0,19.5,15.0,4.5
28.0,2019-01-29,Tuesday,XL-3 Extra Gripa y tos Par 10.00,1.0,8.0,5.81,2.19
28.0,2019-01-29,Tuesday,Yoghurt Yoplait Fresa 220g 9140,1.0,8.5,6.44,2.06
28.0,2019-01-29,Tuesday,Yoghurt Yoplait Fresa Mini 100gr 9259,1.0,5.0,3.1,1.9
28.0,2019-01-29,Tuesday,Zote Rosa 200g,1.0,8.0,6.99,1.01
29.0,2019-01-30,Wednesday,Ace Naturals 500g,1.0,14.0,10.09,3.91
29.0,2019-01-30,Wednesday,Agua Ciel 1.5 Lts 4721,1.0,12.0,0.83,11.17
29.0,2019-01-30,Wednesday,Agua Ciel 600ml 307906,1.0,8.0,6.66,1.34
29.0,2019-01-30,Wednesday,Azucar 1 Kg,2.5,36.25,29.950000000000003,6.3
29.0,2019-01-30,Wednesday,Barrita Piña 75G,1.0,10.0,8.4,1.6
29.0,2019-01-30,Wednesday,Blanca Nieves 500g 12.00,1.0,16.0,14.45,1.55
29.0,2019-01-30,Wednesday,Bubbaloo General  1.00,1.0,1.0,0.68,0.32
29.0,2019-01-30,Wednesday,Cafe Unico Sobre 14g,1.0,4.5,3.04,1.46
29.0,2019-01-30,Wednesday,Canelitas 12p 120g,1.0,13.0,10.92,2.08
29.0,2019-01-30,Wednesday,Caracol 2,2.0,11.0,8.94,2.06
29.0,2019-01-30,Wednesday,Carlos V  20g,1.0,8.0,6.18,1.82
29.0,2019-01-30,Wednesday,Cepillo Colgate Premier Clean,1.0,11.0,7.01,3.99
29.0,2019-01-30,Wednesday,Cerillo Clasico Individual,1.0,2.0,1.3,0.7
29.0,2019-01-30,Wednesday,Cerillo Flama Grande 4.0,1.0,5.0,3.62,1.38
29.0,2019-01-30,Wednesday,Cheetos Flamin Hot,1.0,7.0,6.0,1.0
29.0,2019-01-30,Wednesday,Cheetos Poff Azules 31GM,2.0,14.0,12.0,2.0
29.0,2019-01-30,Wednesday,Cheetos Torcido Naranja 40g,2.0,14.0,12.0,2.0
29.0,2019-01-30,Wednesday,Chicle General,7.0,7.0,3.05,3.95
29.0,2019-01-30,Wednesday,Chiclets Sabores Surtidos 12past 16.8gr,1.0,5.0,3.0,2.0
29.0,2019-01-30,Wednesday,Chile Chipotles Costeña 105g,1.0,10.0,8.08,1.92
29.0,2019-01-30,Wednesday,Chip Expres Telcel Sin Saldo,2.0,60.0,30.0,30.0
29.0,2019-01-30,Wednesday,Chipotles Barcel 52g,1.0,8.0,5.88,2.12
29.0,2019-01-30,Wednesday,Chips Fuego 46g,1.0,12.0,9.33,2.67
29.0,2019-01-30,Wednesday,Cigarro Corto Individual 1Pza,5.0,20.0,11.15,8.85
29.0,2019-01-30,Wednesday,Cigarro Largo Individual 1pza,3.0,15.0,7.23,7.77
29.0,2019-01-30,Wednesday,Cloralex 950ml,2.0,22.0,19.66,2.34
29.0,2019-01-30,Wednesday,Clorox 1 Lt,1.0,9.5,8.17,1.33
29.0,2019-01-30,Wednesday,Coca Cola 600ml,2.0,26.0,23.04,2.96
29.0,2019-01-30,Wednesday,Coca Cola Botella Plastico 250ml 5310,1.0,6.0,5.32,0.68
29.0,2019-01-30,Wednesday,Coca Cola De 500Ml,1.0,10.0,8.79,1.21
29.0,2019-01-30,Wednesday,Coca Cola Retornable 3LTS 3068,19.0,515.0,475.9500000000001,39.05
29.0,2019-01-30,Wednesday,Coca De Litro 302451,1.0,18.0,15.95,2.05
29.0,2019-01-30,Wednesday,Coca Retornable 2.5 Lts,3.0,72.0,63.75,8.25
29.0,2019-01-30,Wednesday,Copia carta y oficio,97.0,97.0,7.76,89.24
29.0,2019-01-30,Wednesday,Corrector Pelikan Tipo Pluma 8ml,1.0,20.0,15.12,4.88
29.0,2019-01-30,Wednesday,Crackets Rollo Chico 95g,1.0,10.0,7.06,2.94
29.0,2019-01-30,Wednesday,Cuaderno De Cuadro Mini 100hjs,1.0,14.0,10.36,3.64
29.0,2019-01-30,Wednesday,Danone fresa bebible 220gr,1.0,10.0,8.0,2.0
29.0,2019-01-30,Wednesday,Deemint General Varios Sabores,2.0,2.0,0.88,1.12
29.0,2019-01-30,Wednesday,Emperador Nocturno 101gr,1.0,12.0,9.42,2.58
29.0,2019-01-30,Wednesday,Ensueño Max 850 ml Fresc Primaveral,1.0,15.5,14.0,1.5
29.0,2019-01-30,Wednesday,Envios De Recargas,28.0,28.0,0.0,28.0
29.0,2019-01-30,Wednesday,Epura 600 ml,2.0,16.0,6.66,9.34
29.0,2019-01-30,Wednesday,Espagueti 200 gr,2.0,11.0,8.94,2.06
29.0,2019-01-30,Wednesday,FRIJOL MICHIGAN 500GR,1.0,12.5,10.75,1.75
29.0,2019-01-30,Wednesday,Fabuloso 500g Lavanda,1.0,11.5,9.66,1.84
29.0,2019-01-30,Wednesday,Foca Kilo,1.0,33.5,30.2,3.3
29.0,2019-01-30,Wednesday,Folder Carta Beige,1.0,4.0,1.04,2.96
29.0,2019-01-30,Wednesday,Folder Carta Florescente Morado,2.0,11.0,5.76,5.24
29.0,2019-01-30,Wednesday,Folder Oficio Amarillo,1.0,4.0,2.43,1.57
29.0,2019-01-30,Wednesday,Frijoles Refritos La Sierra 440g,1.0,11.5,9.89,1.61
29.0,2019-01-30,Wednesday,Fritos Con Chorizo,1.0,9.0,8.56,0.44
29.0,2019-01-30,Wednesday,Gatorade Uva 1 Litro,1.0,26.0,21.0,5.0
29.0,2019-01-30,Wednesday,HUEVO CRIO 1/2 CONO,7.0,164.5,9.31,155.19
29.0,2019-01-30,Wednesday,HUEVO CRIO CONO 30PZ,5.0,220.0,199.05,20.950000000000003
29.0,2019-01-30,Wednesday,Habaneras Integrales 117g,1.0,10.0,7.85,2.15
29.0,2019-01-30,Wednesday,Harina 1kg,1.0,11.0,8.99,2.01
29.0,2019-01-30,Wednesday,Horchata Estrella Arroz 500ml,1.0,25.0,20.6,4.4
29.0,2019-01-30,Wednesday,Huevo Crio Individual 1pza,30.0,60.0,41.4,18.6
29.0,2019-01-30,Wednesday,Jamon Fud Pavo Y Cerdo 170g 21,1.0,22.0,18.7,3.3
29.0,2019-01-30,Wednesday,Jugo Valle De Manzana 413,2.0,20.0,16.0,4.0
29.0,2019-01-30,Wednesday,Lala 100 Cacao 70% proteina,1.0,13.0,11.2,1.8
29.0,2019-01-30,Wednesday,Lomotil  C/ Uno,4.0,48.0,40.84,7.16
29.0,2019-01-30,Wednesday,Mantecadas Vainilla 62gr 2pza,2.0,12.0,9.06,2.94
29.0,2019-01-30,Wednesday,Mantequilla La Villita 360gr 8215,1.0,9.0,7.4,1.6
29.0,2019-01-30,Wednesday,Manzana Lift Jumbo 3lts,1.0,27.0,24.25,2.75
29.0,2019-01-30,Wednesday,Maria Gamesa,1.0,10.0,8.03,1.97
29.0,2019-01-30,Wednesday,Mayonesa 190g,1.0,15.0,13.63,1.37
29.0,2019-01-30,Wednesday,Mediacrema Lala 250g,1.0,11.0,7.77,3.23
29.0,2019-01-30,Wednesday,Mediacrema Lala 500ml,1.0,21.5,18.68,2.82
29.0,2019-01-30,Wednesday,Mini Choco Roles Piña 30g,1.0,5.0,4.0,1.0
29.0,2019-01-30,Wednesday,Mini Gansito 25g,4.0,20.0,16.0,4.0
29.0,2019-01-30,Wednesday,Minimamut 12gr 1pz,3.0,6.0,4.71,1.29
29.0,2019-01-30,Wednesday,Mundet Manzanita clara 600ml,1.0,11.0,9.77,1.23
29.0,2019-01-30,Wednesday,Nectar Valle Carton 250ml Mininbrick,2.0,13.0,10.8,2.2
29.0,2019-01-30,Wednesday,Nectar Valle De Durazno 1 Lt 333851,1.0,20.0,16.58,3.42
29.0,2019-01-30,Wednesday,Nescafe Dolca Sobre 10g,2.0,13.0,8.5,4.5
29.0,2019-01-30,Wednesday,Norsuiza Individual,2.0,5.0,2.42,2.58
29.0,2019-01-30,Wednesday,Nutrileche 1pza,12.0,162.0,153.84,8.16
29.0,2019-01-30,Wednesday,PEPSI 2 LTS PAQ 8PZ,2.0,276.0,248.48,27.52
29.0,2019-01-30,Wednesday,Pepsi 1.5Lt,2.0,32.0,24.0,8.0
29.0,2019-01-30,Wednesday,Pepsi 2.5 Lt,1.0,22.0,18.0,4.0
29.0,2019-01-30,Wednesday,Pepsi 400 Ml,4.0,28.0,24.48,3.52
29.0,2019-01-30,Wednesday,Pepsi 600 Ml,1.0,11.0,9.06,1.94
29.0,2019-01-30,Wednesday,Placer Coco Yoplait 145g 9256,2.0,21.64,14.6,7.04
29.0,2019-01-30,Wednesday,Platanitos Fritos Y Chicharrones,4.0,44.0,36.0,8.0
29.0,2019-01-30,Wednesday,Power Frutas 1 Lt 317660,1.0,21.0,18.08,2.92
29.0,2019-01-30,Wednesday,Prestobarba Gillett,1.0,15.5,12.14,3.36
29.0,2019-01-30,Wednesday,Queso De Hebra,1.34,105.0,94.22,10.78
29.0,2019-01-30,Wednesday,Queso Fresco,1.15,80.0,65.62,14.38
29.0,2019-01-30,Wednesday,Queso Panela 200gr 8371,1.0,24.0,23.0,1.0
29.0,2019-01-30,Wednesday,Raidolito Verde Individual C/U,2.0,7.0,3.7,3.3
29.0,2019-01-30,Wednesday,Recargas MULTICEL,1090.0,1090.0,1024.6,65.4
29.0,2019-01-30,Wednesday,Resistol Bully 55g,1.0,12.0,8.23,3.77
29.0,2019-01-30,Wednesday,Roles De Canela Chico 2p 120g,1.0,14.0,11.05,2.95
29.0,2019-01-30,Wednesday,Rudos Y Tecnicos Figuras Gamesa,1.0,12.0,9.31,2.69
29.0,2019-01-30,Wednesday,Ruffles Mega Crunch Salsa Rojo 50gr,2.0,22.0,18.84,3.16
29.0,2019-01-30,Wednesday,Ruffles Sal Original 53gr,1.0,11.0,9.42,1.58
29.0,2019-01-30,Wednesday,Runners 58g,2.0,16.0,13.44,2.56
29.0,2019-01-30,Wednesday,Saba Buenas Noches Ext.Largas Alas,1.0,21.0,18.03,2.97
29.0,2019-01-30,Wednesday,Sabritas Sal Original 42g,1.0,11.0,9.42,1.58
29.0,2019-01-30,Wednesday,Salsa Catsup 225g,1.0,9.0,7.15,1.85
29.0,2019-01-30,Wednesday,Sangria 3Lt,1.0,27.0,23.6,3.4
29.0,2019-01-30,Wednesday,Servicio A Domicilio,1.0,3.0,0.0,3.0
29.0,2019-01-30,Wednesday,Solicitud De Empleo 1pza,2.0,3.0,1.42,1.58
29.0,2019-01-30,Wednesday,Suavelastic Individual Grande,3.0,13.5,10.44,3.06
29.0,2019-01-30,Wednesday,Suavicremas Fresa  102g,1.0,8.0,6.72,1.28
29.0,2019-01-30,Wednesday,Tortillina Del Hogar 260gm,1.0,10.0,9.15,0.85
29.0,2019-01-30,Wednesday,Tostachos Queso 65g,2.0,16.0,13.44,2.56
29.0,2019-01-30,Wednesday,Tostadas Onduladas Tubo Mipa Real 360g,1.0,23.0,17.82,5.18
29.0,2019-01-30,Wednesday,Totopos 280G Normal,1.0,22.0,17.68,4.32
29.0,2019-01-30,Wednesday,Trident General,1.0,1.5,1.14,0.36
29.0,2019-01-30,Wednesday,Valle Frut Citrus 355 ml 342198,1.0,6.0,4.8,1.2
29.0,2019-01-30,Wednesday,Valle Frut Uva 355ml 342204,1.0,6.0,4.8,1.2
29.0,2019-01-30,Wednesday,Vaso Individual #8 1pza,2.0,1.0,0.56,0.44
29.0,2019-01-30,Wednesday,Vaso Plastico #16 Largo,1.0,16.0,13.75,2.25
29.0,2019-01-30,Wednesday,Veladora Luz Eterna,1.0,7.5,5.97,1.53
29.0,2019-01-30,Wednesday,Vogue Higienico De Rollo Ind,2.0,13.0,10.0,3.0
29.0,2019-01-30,Wednesday,Whiskas 1kg,0.5,21.0,16.5,4.5
29.0,2019-01-30,Wednesday,XL-3 Extra Gripa y tos Par 10.00,1.0,8.0,5.81,2.19
29.0,2019-01-30,Wednesday,Yakult 80ml,3.0,19.5,15.0,4.5
29.0,2019-01-30,Wednesday,Yoghurt Lala Fresa 240g 9400,1.0,10.0,8.0,2.0
29.0,2019-01-30,Wednesday,Yoghurt Piña Coco 330gr 9111,1.0,12.0,9.9,2.1
29.0,2019-01-30,Wednesday,Yoghurt Yoplait Fresa Mini 100gr 9259,4.0,20.0,12.4,7.6
29.0,2019-01-30,Wednesday,Yoghurt Yoplait Licuado Manzana Y Granola 470g 9422,1.0,18.0,14.8,3.2
29.0,2019-01-30,Wednesday,Yoplait Frutal  Fresa 145gr 9254,1.0,8.0,6.8,1.2
30.0,2019-01-31,Thursday,7Up 600ml 2558,1.0,11.0,9.58,1.42
30.0,2019-01-31,Thursday,Agua Ciel 1.5 Lts 4721,1.0,12.0,0.83,11.17
30.0,2019-01-31,Thursday,Agua Ciel 600ml 307906,1.0,8.0,6.66,1.34
30.0,2019-01-31,Thursday,Ajo 1pza,2.0,12.0,10.24,1.76
30.0,2019-01-31,Thursday,Alimento Para Pollo Crecimiento kg,1.0,10.0,8.1,1.9
30.0,2019-01-31,Thursday,Aliviax 550mg C/U,3.0,22.5,16.23,6.27
30.0,2019-01-31,Thursday,Almeja Moderna 200g,2.0,11.0,8.6,2.4
30.0,2019-01-31,Thursday,Arroz 1kg,0.5,6.75,5.8,0.95
30.0,2019-01-31,Thursday,Atun Herdez En Agua 90g,2.0,32.0,28.18,3.82
30.0,2019-01-31,Thursday,Azucar 1 Kg,3.0,46.5,35.94,10.56
30.0,2019-01-31,Thursday,Barmicil Compuesto 30g,1.0,30.0,19.5,10.5
30.0,2019-01-31,Thursday,Barrita Fresa 75G,1.0,10.0,9.07,0.93
30.0,2019-01-31,Thursday,Big Mix Original Clasico 70gr 31022,1.0,10.0,8.4,1.6
30.0,2019-01-31,Thursday,Bolsa Natural 15x35 Hielo 1kg,0.25,13.5,11.13,2.37
30.0,2019-01-31,Thursday,Bombonete 55g,1.0,8.0,6.72,1.28
30.0,2019-01-31,Thursday,Bran Frut 58G FRESA,1.0,8.0,6.82,1.18
30.0,2019-01-31,Thursday,Bubbaloo General  1.00,5.0,5.0,3.6,1.4
30.0,2019-01-31,Thursday,COCA COLA 2.5LT PAQ 8PZ,2.0,342.0,332.2,9.8
30.0,2019-01-31,Thursday,COCA COLA 600ML PAQ 12PZA,1.0,138.5,138.24,0.26
30.0,2019-01-31,Thursday,Canelitas 12p 120g,1.0,13.0,10.92,2.08
30.0,2019-01-31,Thursday,Carlos V  20g,2.0,16.0,12.36,3.64
30.0,2019-01-31,Thursday,Cartulina Florescente Amarilla,1.0,5.0,3.78,1.22
30.0,2019-01-31,Thursday,Cerillo Clasico Individual,1.0,2.0,1.3,0.7
30.0,2019-01-31,Thursday,Chamito Lala bebida natural 80gr,1.0,6.5,3.73,2.77
30.0,2019-01-31,Thursday,Cheetos Torcido Naranja 40g,2.0,14.0,12.0,2.0
30.0,2019-01-31,Thursday,Chicle General,7.0,7.08,3.54,3.54
30.0,2019-01-31,Thursday,Chiclets Sabores Surtidos 12past 16.8gr,5.0,25.0,15.0,10.0
30.0,2019-01-31,Thursday,Chile Chipotle La Morena 210g,1.0,16.5,15.0,1.5
30.0,2019-01-31,Thursday,Chile En Raja La Costeña 105 Gr,1.0,6.0,4.89,1.11
30.0,2019-01-31,Thursday,Chocomilk Sobre 160g,1.0,17.0,15.4,1.6
30.0,2019-01-31,Thursday,Cigarro Corto Individual 1Pza,10.0,40.0,22.3,17.7
30.0,2019-01-31,Thursday,Clarasol litro,1.0,7.5,6.77,0.73
30.0,2019-01-31,Thursday,Clavel Abre Facel 360ml,4.0,50.0,40.4,9.6
30.0,2019-01-31,Thursday,Coca Cola 600ml,2.0,26.0,23.04,2.96
30.0,2019-01-31,Thursday,Coca Cola Botella Plastico 250ml 5310,1.0,6.0,5.32,0.68
30.0,2019-01-31,Thursday,Coca Cola Retornable 3LTS 3068,9.0,249.0,225.45,23.55
30.0,2019-01-31,Thursday,Coca Cola Vidrio 1 1/4,3.0,48.0,42.39,5.61
30.0,2019-01-31,Thursday,Coca De Litro 302451,1.0,18.0,15.95,2.05
30.0,2019-01-31,Thursday,Coca Desechable 2.5 lts,2.0,60.0,0.0,60.0
30.0,2019-01-31,Thursday,Coca Retornable 2.5 Lts,2.0,48.0,42.5,5.5
30.0,2019-01-31,Thursday,Copia carta y oficio,84.0,84.0,6.72,77.28
30.0,2019-01-31,Thursday,Corrector Pelikan Tipo Pluma 8ml,1.0,20.0,15.12,4.88
30.0,2019-01-31,Thursday,Cosecha Pura Durazno 200ml,1.0,6.0,4.0,2.0
30.0,2019-01-31,Thursday,Danonino De 170G,1.0,9.0,6.0,3.0
30.0,2019-01-31,Thursday,Diurex Navitek,1.0,3.0,0.95,2.05
30.0,2019-01-31,Thursday,Donas 1pza,1.0,3.5,2.65,0.85
30.0,2019-01-31,Thursday,Doritos Nacho Rec,2.0,22.0,18.84,3.16
30.0,2019-01-31,Thursday,Electrolit Fresa 625 Ml,1.0,20.0,17.0,3.0
30.0,2019-01-31,Thursday,Enmicado General,2.0,20.0,2.0,18.0
30.0,2019-01-31,Thursday,Ensueño Max 850 ml Fresc Primaveral,1.0,15.5,14.0,1.5
30.0,2019-01-31,Thursday,Envios De Recargas,32.0,32.0,0.0,32.0
